seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
ASV1331_624	Verrucomicrobia bacterium SCGC AAA164-L23 16S ribosomal RNA gene, partial sequence >gi|336110863|gb|JF488316.1| Verrucomicrobia bacterium SCGC AAA164-O22 16S ribosomal RNA gene, partial sequence >gi|336110911|gb|JF488364.1| Verrucomicrobia bacterium SCGC AAA166-N14 16S ribosomal RNA gene, partial sequence	JF488285	100.00	2.64382e-138	273.0
ASV1331_624	Uncultured Verrucomicrobia bacterium clone SHAB417 16S ribosomal RNA gene, partial sequence	GQ348539	100.00	2.64382e-138	273.0
ASV1331_624	Uncultured organism clone ctg_CGOCA67 16S ribosomal RNA gene, partial sequence	DQ395511	100.00	2.64382e-138	273.0
ASV1331_624	Uncultured marine bacterium clone 70S3Ac3kw 16S ribosomal RNA gene, partial sequence	KX936741	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured marine bacterium clone H3S3Ac61o 16S ribosomal RNA gene, partial sequence	KX936738	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured bacterium clone SeaWat_F163 16S ribosomal RNA gene, partial sequence	JQ198674	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured bacterium clone SeaWat_35412 16S ribosomal RNA gene, partial sequence	JQ198528	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured deep-sea bacterium 16S rRNA gene, clone Ucd15192	AM997606	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured Verrucomicrobia bacterium clone HAL-SW-13 16S ribosomal RNA gene, partial sequence	EU350902	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured organism clone ctg_BRRAA57 16S ribosomal RNA gene, partial sequence	DQ395400	99.63	1.23005e-136	270.0
ASV1331_624	Uncultured marine bacterium clone H3S3Ac69H310 16S ribosomal RNA gene, partial sequence	KX936742	99.63	1.59117e-135	268.0
ASV1331_624	Uncultured marine bacterium clone H3S3Ac6ad 16S ribosomal RNA gene, partial sequence	KX936740	99.27	5.72287e-135	267.0
ASV1331_624	Uncultured marine bacterium clone H3S3Ac5ZG293 16S ribosomal RNA gene, partial sequence	KX936737	99.27	5.72287e-135	267.0
ASV1331_624	Uncultured bacterium clone Tet1mes2D3 16S ribosomal RNA gene, partial sequence	EU290286	98.90	2.66259e-133	264.0
ASV1331_624	Bacterium HTCC8042 16S ribosomal RNA gene, partial sequence	EF616609	98.90	2.66259e-133	264.0
ASV1331_624	Uncultured bacterium clone FW1W4_P3_F06 16S ribosomal RNA gene, partial sequence	MK176194	98.54	1.23878e-131	261.0
ASV1331_624	Uncultured bacterium clone Ca_336 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence	MZ616811	98.53	1.23878e-131	261.0
ASV1331_624	Uncultured Roseibacillus sp. clone BFB676 16S ribosomal RNA gene, partial sequence	KC545753	98.53	1.23878e-131	261.0
ASV1331_624	Uncultured Verrucomicrobia bacterium clone d103 16S ribosomal RNA gene, partial sequence	GQ850568	98.53	1.23878e-131	261.0
ASV1331_624	Uncultured bacterium clone b27 16S ribosomal RNA gene, partial sequence	EU919767	98.53	1.23878e-131	261.0
ASV1331_624	Uncultured bacterium clone 515F806R_3_Ver03 16S ribosomal RNA gene, partial sequence	OP835107	98.18	1.60247e-130	259.0
ASV1331_624	Uncultured bacterium clone 515F806R_2_Ver03 16S ribosomal RNA gene, partial sequence	OP819514	98.18	1.60247e-130	259.0
ASV1331_624	Uncultured Verrucomicrobiaceae bacterium clone AG-313-N11 16S ribosomal RNA gene, partial sequence	MH074972	98.17	5.7635e-130	258.0
ASV1331_624	Uncultured bacterium clone CFL_Sb9 16S ribosomal RNA gene, partial sequence	KJ365369	98.17	5.7635e-130	258.0
ASV1331_624	Uncultured bacterium clone SeaWat_F305 16S ribosomal RNA gene, partial sequence	JQ199063	98.17	5.7635e-130	258.0
ASV1331_624	Uncultured bacterium clone HglFeb6C1 16S ribosomal RNA gene, partial sequence	JX017083	98.17	5.7635e-130	258.0
ASV1331_624	Uncultured Verrucomicrobium sp. clone 3MP1-H24 16S ribosomal RNA gene, partial sequence	EU780282	98.17	5.7635e-130	258.0
ASV1331_624	Uncultured Verrucomicrobium sp. clone 3MP1-G1 16S ribosomal RNA gene, partial sequence	EU780281	98.17	5.7635e-130	258.0
ASV1331_624	Uncultured bacterium clone BF2010_Nov_21m_H5 16S ribosomal RNA gene, partial sequence	JX864649	97.81	7.45556e-129	256.0
ASV1331_624	Uncultured bacterium clone CFL_Lb20 16S ribosomal RNA gene, partial sequence	KJ365377	97.80	2.68149e-128	255.0
ASV1331_624	Nostoc sp. SJILZ12 16S ribosomal RNA gene, partial sequence	KY628820	97.45	3.46873e-127	253.0
ASV1331_624	Uncultured bacterium clone BF2010_Nov_21m_F3 16S ribosomal RNA gene, partial sequence	JX864630	100.00	3.46873e-127	253.0
ASV1331_624	Uncultured Verrucomicrobium sp. clone W2-1 16S ribosomal RNA gene, partial sequence	KT880277	97.44	1.24758e-126	252.0
ASV1331_624	Uncultured bacterium clone Woods-Hole_a5913 16S ribosomal RNA gene, partial sequence	KF799441	97.45	1.24758e-126	252.0
ASV1331_624	Uncultured bacterium clone SD3 16S ribosomal RNA gene, partial sequence	JF743612	97.44	1.24758e-126	252.0
ASV1331_624	Uncultured bacterium clone OTU94 16S ribosomal RNA gene, partial sequence	GU451425	97.44	1.24758e-126	252.0
ASV1331_624	Uncultured bacterium clone LAMU81 16S ribosomal RNA gene, partial sequence	KU353955	97.07	5.80442e-125	249.0
ASV1331_624	Verrucomicrobia bacterium SCGC AAA164-J09 16S ribosomal RNA gene, partial sequence	JF488263	97.07	5.80442e-125	249.0
ASV1331_624	Verrucomicrobia bacterium SCGC AAA164-I07 16S ribosomal RNA gene, partial sequence >gi|336110812|gb|JF488265.1| Verrucomicrobia bacterium SCGC AAA164-J14 16S ribosomal RNA gene, partial sequence >gi|336110814|gb|JF488267.1| Verrucomicrobia bacterium SCGC AAA164-J20 16S ribosomal RNA gene, partial sequence >gi|336110846|gb|JF488299.1| Verrucomicrobia bacterium SCGC AAA164-N10 16S ribosomal RNA gene, partial sequence >gi|336110857|gb|JF488310.1| Verrucomicrobia bacterium SCGC AAA164-O07 16S ribosomal RNA gene, partial sequence >gi|336110864|gb|JF488317.1| Verrucomicrobia bacterium SCGC AAA164-P11 16S ribosomal RNA gene, partial sequence >gi|336111143|gb|JF488596.1| Verrucomicrobia bacterium SCGC AAA160-M05 16S ribosomal RNA gene, partial sequence	JF488251	97.07	5.80442e-125	249.0
ASV1331_624	Uncultured bacterium clone OTU91 16S ribosomal RNA gene, partial sequence	GU451422	97.07	5.80442e-125	249.0
ASV1334_623	Navicula ramosissima voucher 10.TA439.Nram.mt mitochondrion, complete genome >gi|1092180800|gb|KX343079.1| Navicula ramosissima mitochondrion, complete genome	NC_031848	96.84	6.80065e-114	229.0
ASV1334_623	Uncultured bacterium clone Dpcom248 16S ribosomal RNA gene, partial sequence	AY453259	93.68	4.15126e-101	206.0
ASV1334_623	Uncultured alpha proteobacterium clone Dpcom58 16S ribosomal RNA gene, partial sequence	AY304019	93.95	1.93139e-99	203.0
ASV1334_623	Uncultured bacterium clone CBB310789861 16S ribosomal RNA gene, partial sequence	JX884730	90.59	3.27796e-87	181.0
ASV1334_623	Uncultured organism clone SBXZ_3709 16S ribosomal RNA gene, partial sequence	JN433012	90.59	3.27796e-87	181.0
ASV1343_609	No Results
ASV1355_602	Uncultured prokaryote clone New.CleanUp.ReferenceOTU264459 16S ribosomal RNA gene, partial sequence	KT978640	96.84	6.80065e-114	229.0
ASV1355_602	Uncultured deep-sea bacterium 16S rRNA gene, clone Ucc1476	AM997974	95.26	3.1865e-107	217.0
ASV1355_602	Uncultured bacterium clone denovo7649 16S ribosomal RNA gene, partial sequence	KT436043	93.03	2.51616e-93	192.0
ASV1355_602	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237336528|emb|OW751881.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539344	92.24	4.21042e-91	188.0
ASV1359_598	Uncultured bacterium clone 16S(V3+V4)-4070 16S ribosomal RNA gene, partial sequence	MH100126	95.08	1.68387e-15	52.0
ASV1371_590	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: 51B1-014	LC081025	94.44	2.4808e-103	210.0
ASV1371_590	Uncultured bacterium clone b48 16S ribosomal RNA gene, partial sequence	GU567553	94.07	3.20912e-102	208.0
ASV1371_590	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: 51B1-002	LC081016	93.65	5.37e-100	204.0
ASV1371_590	Uncultured bacterium clone OTU_5890 16S ribosomal RNA gene, partial sequence	KR837174	93.47	4.18074e-96	197.0
ASV1371_590	Uncultured bacterium clone OTU_18316 16S ribosomal RNA gene, partial sequence	KR849600	93.47	4.18074e-96	197.0
ASV1371_590	Uncultured bacterium clone OTU104842_AL221_450093 16S ribosomal RNA gene, partial sequence	KP915513	93.47	4.18074e-96	197.0
ASV1371_590	Uncultured bacterium clone CQ271 16S ribosomal RNA gene, partial sequence	KX780713	92.13	6.99585e-94	193.0
ASV1371_590	Uncultured bacterium clone PAH3week11ConcAnoxic_O09_9_D04 16S ribosomal RNA gene, partial sequence	KJ616099	92.13	6.99585e-94	193.0
ASV1371_590	Uncultured prokaryote clone OTU_4452 16S ribosomal RNA gene, partial sequence	KT017607	92.68	9.0497e-93	191.0
ASV1371_590	Candidatus Azambacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237345278|emb|OW760627.1| Candidatus Azambacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW537777	92.65	9.0497e-93	191.0
ASV1371_590	MAG: Candidatus Pacebacteria bacterium isolate cMAG.23 chromosome, complete genome	CP129473	91.73	1.17065e-91	189.0
ASV1371_590	Uncultured prokaryote clone OTU_3176 16S ribosomal RNA gene, partial sequence	KT016390	92.24	4.21042e-91	188.0
ASV1371_590	Uncultured bacterium clone OTU_7664 16S ribosomal RNA gene, partial sequence	KR838948	92.24	4.21042e-91	188.0
ASV1371_590	Uncultured bacterium clone cafs382 16S ribosomal RNA gene, partial sequence	MF439583	91.30	1.51434e-90	187.0
ASV1371_590	Uncultured bacterium clone OTU_6111 16S ribosomal RNA gene, partial sequence	MH529759	91.41	1.51434e-90	187.0
ASV1371_590	Uncultured bacterium clone OTU_6344 16S ribosomal RNA gene, partial sequence	KX973770	91.34	1.51434e-90	187.0
ASV1371_590	Uncultured bacterium clone MD12f4_13976 16S ribosomal RNA gene, partial sequence	JQ386304	91.37	1.51434e-90	187.0
ASV1371_590	Uncultured bacterium clone NC23b8_21718 16S ribosomal RNA gene, partial sequence	JQ385478	91.37	1.51434e-90	187.0
ASV1371_590	Uncultured candidate division OD1 bacterium clone AKYH1067 16S ribosomal RNA gene, partial sequence	AY922093	91.30	1.51434e-90	187.0
ASV1371_590	uncultured Bacterium partial 16S rRNA gene	OV289750	91.27	5.44652e-90	186.0
ASV1371_590	uncultured Bacterium partial 16S rRNA gene	OV286157	91.27	5.44652e-90	186.0
ASV1371_590	Uncultured bacterium clone Ge39 16S ribosomal RNA gene, partial sequence	FJ710689	91.34	5.44652e-90	186.0
ASV1371_590	Uncultured prokaryote clone OTU_3315 16S ribosomal RNA gene, partial sequence	KT016519	91.94	1.95892e-89	185.0
ASV1371_590	Uncultured bacterium clone OTU_9852 16S ribosomal RNA gene, partial sequence	KR841136	91.84	1.95892e-89	185.0
ASV1371_590	Uncultured bacterium clone OTU_18525 16S ribosomal RNA gene, partial sequence	KR849809	91.84	1.95892e-89	185.0
ASV1371_590	Uncultured bacterium clone OTU82216_AL235_58189 16S ribosomal RNA gene, partial sequence	KP935659	91.87	1.95892e-89	185.0
ASV1371_590	Uncultured bacterium clone OTU120882_AL211_2224724 16S ribosomal RNA gene, partial sequence	KP917735	91.90	1.95892e-89	185.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762337	91.84	1.95892e-89	185.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333993|emb|OW749266.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539115	91.87	1.95892e-89	185.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333985|emb|OW749262.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539111	91.84	1.95892e-89	185.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237337363|emb|OW752742.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW538976	91.84	1.95892e-89	185.0
ASV1371_590	Uncultured bacterium clone OTU_6205 16S ribosomal RNA gene, partial sequence	MH529853	90.91	7.04552e-89	184.0
ASV1371_590	Uncultured organism isolate 1204VA13 clone 94 16S ribosomal RNA gene, partial sequence	KT271143	91.50	7.04552e-89	184.0
ASV1371_590	Uncultured bacterium clone SHAB690 16S ribosomal RNA gene, partial sequence	GQ348762	90.91	7.04552e-89	184.0
ASV1371_590	Uncultured candidate division OD1 bacterium clone B183 16S ribosomal RNA gene, partial sequence	EU328049	90.91	7.04552e-89	184.0
ASV1371_590	Uncultured bacterium clone 7279 16S ribosomal RNA gene, partial sequence	MF562487	90.87	2.53402e-88	183.0
ASV1371_590	Uncultured bacterium clone OTU_18122 16S ribosomal RNA gene, partial sequence	KR849406	91.43	9.11395e-88	182.0
ASV1371_590	Uncultured bacterium clone OTU138872_AL240_2928625 16S ribosomal RNA gene, partial sequence	KP920336	91.50	9.11395e-88	182.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762490	91.50	9.11395e-88	182.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762428	91.43	9.11395e-88	182.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333930|emb|OW749393.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539239	91.46	9.11395e-88	182.0
ASV1371_590	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333989|emb|OW749264.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539113	91.50	9.11395e-88	182.0
ASV1371_590	Candidatus Azambacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237345276|emb|OW760625.1| Candidatus Azambacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW537775	91.46	9.11395e-88	182.0
ASV1371_590	Uncultured bacterium clone E-1956-18 16S ribosomal RNA gene, partial sequence	EU083423	90.91	9.11395e-88	182.0
ASV1371_590	Uncultured Parcubacteria group bacterium clone cafs1080 16S ribosomal RNA gene, partial sequence	MF440213	90.51	3.27796e-87	181.0
ASV1371_590	Uncultured bacterium clone cafs1214 16S ribosomal RNA gene, partial sequence	MF438526	90.55	3.27796e-87	181.0
ASV1371_590	Uncultured bacterium clone OTU_7312 16S ribosomal RNA gene, partial sequence	MH530960	90.51	3.27796e-87	181.0
ASV1371_590	Uncultured bacterium clone OTU_6075 16S ribosomal RNA gene, partial sequence	MH529723	90.51	3.27796e-87	181.0
ASV1371_590	Uncultured planctomycete clone JK249 16S ribosomal RNA gene, partial sequence	DQ368332	90.55	3.27796e-87	181.0
ASV1371_590	Uncultured bacterium clone SCS_HX36_65 16S ribosomal RNA gene, partial sequence	HM598256	90.51	3.27796e-87	181.0
ASV1374_588	Uncultured bacterium clone OTU155918_AL243_2146038 16S ribosomal RNA gene, partial sequence	KP922735	97.96	1.89084e-114	230.0
ASV1374_588	Uncultured bacterium clone OTU_8122 16S ribosomal RNA gene, partial sequence	KX975449	92.31	4.21042e-91	188.0
ASV1374_588	Uncultured bacterium clone OTU114679_AL214_99315 16S ribosomal RNA gene, partial sequence	KP916885	91.90	1.95892e-89	185.0
ASV1374_588	Uncultured bacterium clone AS_5119_bac_C5 16S ribosomal RNA gene, partial sequence	KM356511	91.30	1.95892e-89	185.0
ASV1374_588	Uncultured bacterium C1_B036 16S ribosomal RNA gene, partial sequence	AF419697	91.27	1.95892e-89	185.0
ASV1374_588	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762481	91.84	2.53402e-88	183.0
ASV1374_588	Uncultured bacterium clone OTU_1330 16S ribosomal RNA gene, partial sequence	KX968996	90.87	9.11395e-88	182.0
ASV1374_588	Uncultured bacterium clone Upland_8_4723 16S ribosomal RNA gene, partial sequence	JF985425	91.46	9.11395e-88	182.0
ASV1374_588	Uncultured bacterium clone New.OTU10052_1 16S ribosomal RNA gene, partial sequence	MF366885	92.02	1.17896e-86	180.0
ASV1374_588	Uncultured bacterium clone filt880525 16S ribosomal RNA gene, partial sequence	KY959758	92.02	1.17896e-86	180.0
ASV1374_588	Uncultured bacterium clone A494_Bac838 16S ribosomal RNA gene, partial sequence	KY125452	90.73	5.48519e-85	177.0
ASV1374_588	Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence >gi|1002672817|gb|KU336485.1| Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence	KU223959	91.63	5.48519e-85	177.0
ASV1374_588	Uncultured bacterium clone 13687 16S ribosomal RNA gene, partial sequence	KT913962	91.63	5.48519e-85	177.0
ASV1374_588	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: WsL02806	AB794419	90.08	1.97282e-84	176.0
ASV1374_588	Uncultured cyanobacterium clone CFA05 16S ribosomal RNA gene, partial sequence	JF929446	90.04	1.97282e-84	176.0
ASV1374_588	Uncultured bacterium clone SCS_HX36_139 16S ribosomal RNA gene, partial sequence	HM598254	90.04	1.97282e-84	176.0
ASV1374_588	Uncultured bacterium clone 2566 16S ribosomal RNA gene, partial sequence	KX704750	91.18	2.55201e-83	174.0
ASV1374_588	Uncultured bacterium clone 1516 16S ribosomal RNA gene, partial sequence	KX703590	90.57	2.55201e-83	174.0
ASV1374_588	Uncultured bacterium clone OTU120447_AL224_102778 16S ribosomal RNA gene, partial sequence	KP917683	90.28	9.17866e-83	173.0
ASV1374_588	Uncultured bacterium clone 5565 16S ribosomal RNA gene, partial sequence	KU103006	90.12	1.18733e-81	171.0
ASV1377_586	Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence	CP016022	100.00	1.68392e-51	116.0
ASV1377_586	Cupriavidus necator strain UYPR2.512 chromosome 1, complete sequence	CP074381	97.22	2.3215e-05	33.0
ASV1385_578	Uncultured bacterium clone so4B15 16S ribosomal RNA gene, partial sequence	FJ264772	99.60	6.67421e-124	247.0
ASV1385_578	Propionigenium maris strain U4 16S ribosomal RNA gene, partial sequence	MK999893	99.21	2.40047e-123	246.0
ASV1385_578	Propionigenium maris strain U3 16S ribosomal RNA gene, partial sequence	MK999892	99.21	2.40047e-123	246.0
ASV1385_578	Uncultured bacterium clone SEAS_564 16S ribosomal RNA gene, partial sequence	KU675431	100.00	1.11683e-121	243.0
ASV1385_578	Uncultured bacterium clone SEM2A031 16S ribosomal RNA gene, partial sequence	KJ094259	98.81	1.11683e-121	243.0
ASV1385_578	Uncultured bacterium clone ep1492-09 16S ribosomal RNA gene, partial sequence	JQ240916	98.81	1.11683e-121	243.0
ASV1385_578	Uncultured bacterium clone NEP2-23 16S ribosomal RNA gene, partial sequence	JF769514	98.81	1.11683e-121	243.0
ASV1385_578	Uncultured prokaryote clone OTU0882 16S ribosomal RNA gene, partial sequence	MN024194	98.41	5.19611e-120	240.0
ASV1385_578	Uncultured bacterium clone 150319_12 16S ribosomal RNA gene, partial sequence	MK874960	98.41	5.19611e-120	240.0
ASV1385_578	Uncultured bacterium clone 150319_8 16S ribosomal RNA gene, partial sequence	MK874959	98.41	5.19611e-120	240.0
ASV1385_578	Uncultured bacterium clone 150319_5 16S ribosomal RNA gene, partial sequence	MK874958	98.41	5.19611e-120	240.0
ASV1385_578	Uncultured bacterium clone 150319_3 16S ribosomal RNA gene, partial sequence	MK874957	98.41	5.19611e-120	240.0
ASV1385_578	Uncultured bacterium clone LATU49 16S ribosomal RNA gene, partial sequence	KU354011	98.41	5.19611e-120	240.0
