"query","species"
"Micrura griffini","Maculaura alaskensis"
"Micrura impressa","Micrura impressa"
"Micruropus alaskensis","Gammaroporeia alaskensis"
"Millepora compressa","Millepora compressa"
"Millepora compressa","Porella compressa"
"Millepora reticulum","Conopeum reticulum"
"Mimaster swifti","Gephyreaster swifti"
"Mimulus foliatus","Pugettia foliata"
"Minostyela clavata","Styela clavata"
"Minuspio cirrifera","Prionospio cirrifera"
"Miodontiscus meridionalis","Miodontiscus prolongatus"
"Mirabilicoxa richardsoni","Mirabilicoxa richardsoni"
"Mitrella amiantis","Astyris amiantis"
"Mitrella carinata","Alia carinata"
"Mitrella holboellii","Astyris rosacea"
"Mitrella permodesta","Astyris permodesta"
"Mitrella rosacea","Astyris rosacea"
"Mitromorpha intermedia","Mitromorpha intermedia"
"Modeeria plicatile","Ptychogena crocea"
"Modiola cultellus","Musculus niger"
"Modiola laevigata","Musculus discors"
"Modiola nexa","Musculus niger"
"Modiola nigra","Musculus niger"
"Modiola papuana","Modiolus modiolus"
"Modiola schmidtii","Adula schmidtii"
"Modiolaria corrugata glacialis","Musculus glacialis"
"Modiolaria faba","Musculus discors"
"Modiolaria laevis","Musculus discors"
"Modiolaria nigra bullata","Musculus niger"
"Modiolaria seminuda","Vilasina seminuda"
"Modiolaria striatula","Musculus niger"
"Modiolaria vernicosa","Vilasina vernicosa"
"Modiolus kurilensis","Modiolus kurilensis"
"Modiolus stalderi","Musculus niger"
"Moelleria drusiana","Spiromoelleria quadrae"
"Moelleria quadrae","Spiromoelleria quadrae"
"Mohnia corbis","Fusipagoda corbis"
"Mohnia exquisita","Fusipagoda exquisita"
"Mohnia robusta","Retimohnia robusta"
"Mohnia siphonoidea","Latisipho siphonoidea"
"Molgula arctica","Molgula citrina"
"Molgula birulai","Molgula citrina"
"Molgula boreas","Molgula siphonalis"
"Molgula chrystallina","Molgula griffithsii"
"Molgula echinosiphonica","Molgula citrina"
"Molgula graphica","Molgula retortiformis"
"Molgula griffithsii","Molgula griffithsii"
"Molgula groenlandica","Molgula retortiformis"
"Molgula littoralis","Molgula citrina"
"Molgula longicollis","Molgula retortiformis"
"Molgula nana","Molgula citrina"
"Molgula norvegica","Molgula siphonalis"
"Molgula nuda","Molgula citrina"
"Molgula pannosa","Molgula siphonalis"
"Molgula pellucida","Molgula griffithsii"
"Molgula retortiformis","Molgula retortiformis"
"Molgula septentrionalis","Molgula siphonalis"
"Molgula siphonalis","Molgula siphonalis"
"Molpadia chilensis","Paracaudina chilensis"
"Monanchora laminachela","Monanchora laminachela"
"Monanchora pulchra","Monanchora pulchra"
"Moniliopsis chacei","Ophiodermella cancellata"
"Monocaulus groenlandica","Corymorpha groenlandica"
"Monocaulus imperator","Branchiocerianthus imperator"
"Monocoryne colonialis","Monocoryne colonialis"
"Monoculodes borealis","Rostroculodes borealis"
"Monoculodes carinatus","Kroyera carinata"
"Monoculodes castalskii","Monoculodes castalskii"
"Monoculodes crassirostris","Pacifoculodes crassirostris"
"Monoculodes diamesus","Monoculodes diamesus"
"Monoculodes longicornis","Monoculopsis longicornis"
"Monoculodes longimanus","Perioculodes longimanus"
"Monoculodes longirostris","Rostroculodes longirostris"
"Monoculodes schneideri","Rostroculodes schneideri"
"Monoculodes spinipes","Pacifoculodes spinipes"
"Monoculodes tesselatus","Deflexilodes tesselatus"
"Monoculodes tuberculatus","Deflexilodes tuberculatus"
"Monoculodes zernovi","Pacifoculodes zernovi"
"Monoculopsis longicornis","Monoculopsis longicornis"
"Monoeciostrea vancouverensis","Ostrea lurida"
"Monoporella aleutica","Monoporella aleutica"
"Monoporella ellefsoni","Monoporella ellefsoni"
"Monoporella elongata","Monoporella elongata"
"Monoporella flexibila","Monoporella flexibila"
"Monoporella gigantea","Monoporella gigantea"
"Monoporella seastormi","Monoporella seastormi"
"Monoporella spinulifera","Hincksipora spinulifera"
"Montacuta gouldi","Kellia suborbicularis"
"Montacuta maltzani","Boreacola maltzani"
"Montagua bruzelii","Metopa bruzelii"
"Montagua clypeata","Metopa clypeata"
"Montereina nobilis","Peltodoris nobilis"
"Mopalia celetoides","Mopalia imporcata"
"Mopalia cithara","Mopalia imporcata"
"Mopalia consimilis","Mopalia muscosa"
"Mopalia goniura","Mopalia sinuata"
"Mopalia grayii","Mopalia ciliata"
"Mopalia heathii","Dendrochiton flectens"
"Mopalia insignis","Mopalia lignosa"
"Mopalia kennerleyi var. swanii","Mopalia swanii"
"Mopalia laevior","Mopalia vespertina"
"Mopalia muscosa laevior","Mopalia vespertina"
"Morrisonella pacifica","Belomitra pacifica"
"Moschites verrucosa","Graneledone verrucosa"
"Mucronella spinulifera","Hincksipora spinulifera"
"Mucronella variolosa","Escharella variolosa"
"Mucronella ventricosa","Escharella ventricosa"
"Muggiaea arctica","Dimophyes arctica"
"Muggiaea pyramidalis","Muggiaea kochii"
"Munidopsis beringana","Munidopsis antonii"
"Munnopsurus arcticus","Munnopsurus giganteus"
"Munnopsurus giganteus","Munnopsurus giganteus"
"Murex clathratus","Murex clathratus"
"Murex clathratus","Boreotrophon clathratus"
"Murex crispata","Nucella lamellosa"
"Murex ferrugineus","Nucella lamellosa"
"Murex foliatus","Ceratostoma foliatum"
"Murex foliatus","Trophon geversianus"
"Murex lactuca","Nucella lamellosa"
"Murex lima","Nucella lima"
"Murex lyratus","Hexaplex angularis"
"Murex lyratus","Neptunea lyrata"
"Murex monodon","Ceratostoma foliatum"
"Murex monodon","Chicoreus cornucervi"
"Murex multicostatus","Boreotrophon multicostatus"
"Murex painei","Ocenotrophon painei"
"Murex turricula","Murex turricula"
"Murex turricula","Propebela turricula"
"Muriceides cylindrica","Muriceides cylindrica"
"Muriceides nigra","Muriceides nigra"
"Musculus niger obesus","Musculus niger"
"Musculus olivaceus","Musculus discors"
"Musculus phenax","Musculus phenax"
"Mya arctica","Hiatella arctica"
"Mya byssifera","Hiatella arctica"
"Mya declivis","Mya arenaria"
"Mya hemphilli","Mya arenaria"
"Mya inopia","Cryptomya californica"
"Mya intermedia","Mya intermedia"
"Mya intermedia","Mya baxteri"
"Mya norvegica","Panomya norvegica"
"Mya ovalis","Unio tumidus"
"Mya ovalis","Unio pictorum"
"Mya priapus","Panomya priapus"
"Mya pullus","Mya truncata"
"Mya purpurea","Turtonia minuta"
"Mya striata","Lyonsia norwegica"
"Mya suborbicularis","Kellia suborbicularis"
"Mya tenuis","Cryptomya californica"
"Mya truncata uddevallensis","Mya truncata"
"Mycale bellabellensis","Mycale loveni"
"Mycale carlilei","Mycale carlilei"
"Mycale helios","Mycale helios"
"Mycale jasoniae","Mycale jasoniae"
"Mycale lanugo","Amphilectus ovulum"
"Mycale modesta","Mycale babici"
"Mycale ovulum","Amphilectus ovulum"
"Mycale placoides","Mycale lingua"
"Mycale tylota","Mycale tylota"
"Mycale vosmaeri","Mycale lingua"
"Mycalecarmia ovulum","Amphilectus ovulum"
"Myonera garretti","Myonera garretti"
"Myonera mexicana","Myonera garretti"
"Myriana cirrata","Proceraea cornuta"
"Myriapora coarctata","Leieschara coarctata"
"Myriapora orientalis","Myriapora orientalis"
"Myriapora subgracile","Leieschara subgracilis"
"Myriapora subgracilis","Leieschara subgracilis"
"Myriochele oculata","Galathowenia oculata"
"Myriochele sarsii","Myriochele heeri"
"Myriotrochus rinkii","Myriotrochus rinkii"
"Myriozoella crustacea","Myriozoella crustacea"
"Myriozoella plana","Myriozoella plana"
"Myriozoum coarctatum","Leieschara coarctata"
"Myriozoum crustaceum","Myriozoella crustacea"
"Myriozoum orientale","Myriapora orientalis"
"Myriozoum subgracile","Leieschara subgracilis"
"Mysella aleutica","Kurtiella tumida"
"Mysella planata","Mysella planata"
"Mysella sovaliki","Kurtiella sovaliki"
"Mysideis grandis","Stilomysis grandis"
"Mysis arctica","Boreomysis arctica"
"Mysis awatschensis","Neomysis awatschensis"
"Mysis fabricii","Mysis oculata"
"Mysis grandis","Stilomysis grandis"
"Mysis oculata","Mysis oculata"
"Mysis oculata var. relicta","Mysis relicta"
"Mysis polaris","Mysis polaris"
"Mysis rayii","Neomysis rayii"
"Mysis relicta","Mysis relicta"
"Mysis segerstralei","Mysis segerstralei"
"Mysis spinulosus","Praunus flexuosus"
"Mysis spinulosus","Mysis oculata"
"Mystides notialis","Mystides notialis"
"Mytilus corrugatus","Musculus glacialis"
"Mytilus discors","Musculus discors"
"Mytilus edulis giganteus","Mytilus edulis"
"Mytilus edulis giganteus","Mytilus californianus"
"Mytilus glomeratus","Mytilus trossulus"
"Mytilus modiolus","Modiolus modiolus"
"Mytilus modiolus ovata","Modiolus modiolus"
"Mytilus pholadis","Hiatella arctica"
"Mytilus praecisus","Hiatella arctica"
"Mytilus rugosus","Mytilus rugosus"
"Mytilus rugosus","Hiatella rugosa"
"Myxichela spirinae","Megaciella spirinae"
"Myxicola affinis","Myxicola infundibulum"
"Myxicola conjuncta","Myxicola infundibulum"
"Myxicola dinardensis","Myxicola aesthetica"
"Myxicola glacialis","Myxicola aesthetica"
"Myxicola grubii","Myxicola infundibulum"
"Myxicola michaelseni","Myxicola infundibulum"
"Myxicola modesta","Myxicola infundibulum"
"Myxicola monacis","Myxicola infundibulum"
"Myxicola pacifica","Myxicola infundibulum"
"Myxicola platychaeta","Myxicola infundibulum"
"Myxicola sarsii","Myxicola infundibulum"
"Myxicola steenstrupi","Myxicola infundibulum"
"Myxicola villosa","Myxicola infundibulum"
"Myxicola viridis","Myxicola infundibulum"
"Myxilla amaknakensis","Lissodendoryx amaknakensis"
"Myxilla barentsi","Myxilla barentsi"
"Myxilla barentsi","Myxilla incrustans"
"Myxilla behringensis","Myxilla behringensis"
"Myxilla brunnea","Myxilla brunnea"
"Myxilla firma","Lissodendoryx firma"
"Myxilla gigas","Myxilla incrustans"
"Myxilla pedunculata","Myxilla pedunculata"
"Myxoderma derjugini","Myxoderma sacculatum"
"Naineris berkeleyorum","Naineris uncinata"
"Naineris longa","Naineris dendritica"
"Naineris nannobranchia","Naineris nannobranchia"
"Nais quadricuspida","Naineris quadricuspida"
"Najna amchitkana","Najna amchitkana"
"Najna consiliorum","Najna consiliorum"
"Najna parva","Najna parva"
"Nanaster albulus","Stephanasterias albula"
"Nanichiton deplanatus","Nanichiton deplanatus"
"Nannoniscella vinogradovi","Austroniscus vinogradovi"
"Nannoniscoides laticontractus","Nannoniscoides laticontractus"
"Nannonisconus carinatus","Nannonisconus carinatus"
"Nannoniscus cristatus","Nannoniscus cristatus"
"Nannoniscus menziesi","Nannoniscus menziesi"
"Nareda aberrans","Tetrastemma aberrans"
"Narella abyssalis","Narella abyssalis"
"Narella alaskensis","Narella alaskensis"
"Narella arbuscula","Narella arbuscula"
"Narella bayeri","Narella bayeri"
"Narella cristata","Narella cristata"
"Nassa acutangula","Nassarius mendicus"
"Nassa cooperi","Nassarius mendicus"
"Nassa gibsii","Nassarius mendicus"
"Nassa mendica","Nassarius mendicus"
"Nassa morleti","Nassarius fossatus"
"Nassa reevei","Nassarius fossatus"
"Nassa woodwardi","Nassarius mendicus"
"Natica affinis","Cryptonatica affinis"
"Natica aleutica","Cryptonatica aleutica"
"Natica aperta","Natica aperta"
"Natica aperta","Bulbus smithii"
"Natica borealis","Euspira pallida"
"Natica canaliculata","Amauropsis islandica"
"Natica clausa","Cryptonatica affinis"
"Natica cornea","Amauropsis islandica"
"Natica exulans","Amauropsis islandica"
"Natica flava","Bulbus smithii"
"Natica fragilis","Bulbus fragilis"
"Natica gouldii","Amauropsis islandica"
"Natica gouldii","Euspira pallida"
"Natica groenlandica","Euspira montagui"
"Natica groenlandica","Euspira pallida"
"Natica helicoides","Amauropsis islandica"
"Natica helicoides","Hypterita helicoides"
"Natica lewisii","Neverita lewisii"
"Natica nana","Natica nana"
"Natica nana","Pseudopolinices nanus"
"Natica pallida","Euspira pallida"
"Natica pusilla","Euspira pallida"
"Natica pusilla","Tectonatica pusilla"
"Natica russa","Cryptonatica affinis"
"Natica russa","Cryptonatica russa"
"Natica tenuistriata","Euspira tenuistriata"
"Neaera behringensis","Cardiomya behringensis"
"Neaera glacialis","Cuspidaria glacialis"
"Neaera pectinata","Cardiomya pectinata"
"Neancistrolepis beringianus","Neancistrolepis beringianus"
"Neanthes brandti","Alitta brandti"
"Nearchaster pedicellaris","Nearchaster pedicellaris"
"Neastacilla tritaeniata","Neastacilla tritaeniata"
"Nectocrangon alaskensis","Argis alaskensis"
"Nectocrangon crassa","Argis crassa"
"Nectocrangon dentata","Argis dentata"
"Nectocrangon lar","Argis lar"
"Nectocrangon levior","Argis levior"
"Nectocrangon ovifer","Argis ovifer"
"Neilonella brunnea","Neilonella brunnea"
"Nematodactylus flexipes","Nematobrachion flexipes"
"Nematoma tomiyaensis iiokaensis","Admete viridula"
"Nematomenia platypoda","Nematomenia platypoda"
"Nematostella pellucida","Nematostella vectensis"
"Nemertes balmea","Emplectonema gracile"
"Nemertes ehrenbergii","Tetrastemma candidum"
"Nemertes glauca","Emplectonema gracile"
"Nemertes gracilis","Emplectonema gracile"
"Nemertes polymorpha","Tubulanus polymorphus"
"Nemertes quadrioculata","Tetrastemma candidum"
"Nemidia lawrencii","Enipo torelli"
"Nemidia microlepida","Enipo microlepida"
"Nemidia tamarae","Enipo tamarae"
"Nemidia torelli","Enipo torelli"
"Nemocardium centifilosum","Keenaea centifilosa"
"Nemopsis dofleini","Nemopsis dofleini"
"Neoberingius frielei","Neoberingius frielei"
"Neocrangon zacae","Neocrangon resima"
"Neoesperiopsis digitata","Amphilectus digitatus"
"Neoesperiopsis rigida","Isodictya rigida"
"Neohela intermedia","Neohela intermedia"
"Neoiphinoe arctica","Neoiphinoe arctica"
"Neoiphinoe coronata","Neoiphinoe coronata"
"Neoiphinoe echinata","Neoiphinoe echinata"
"Neoiphinoe permabilis","Neoiphinoe permabilis"
"Neomysis columbiae","Telacanthomysis columbiae"
"Neomysis costata","Holmesimysis costata"
"Neomysis czerniawskii","Neomysis czerniawskii"
"Neomysis franciscorum","Neomysis rayii"
"Neomysis intermedia","Neomysis intermedia"
"Neomysis macropsis","Alienacanthomysis macropsis"
"Neomysis mirabilis","Neomysis mirabilis"
"Neomysis pseudomacropsis","Xenacanthomysis pseudomacropsis"
"Neomysis toion","Neomysis rayii"
"Neopleustes assimilis","Parapleustes assimilis"
"Neopleustes boecki","Neopleustes boecki"
"Neopleustes oculatus","Chromopleustes oculatus"
"Neosabellides alaskensis","Ampharete sibirica"
"Neotanais barfoedi","Neotanais barfoedi"
"Neotanais edwardsi","Neotanais hastiger"
"Neotanais laevispinosus","Neotanais laevispinosus"
"Neotanais serratispinosus","Neotanais americanus"
"Neotanais triangulocephalus","Neotanais triangulocephalus"
"Neotanais zenkevitchi","Neotanais zenkevitchi"
"Neottis antarctica","Thelepus setosus"
"Neottis spectabilis","Thelepus setosus"
"Nephasoma abyssorum abyssorum","Nephasoma abyssorum"
"Nephasoma incompositum","Nephasoma abyssorum"
"Nephasoma lilljeborgi","Nephasoma lilljeborgii"
"Nephasoma marinki","Nephasoma lilljeborgii"
"Nephasoma minutum","Nephasoma minutum"
"Nephthys atlantica","Aglaophamus malmgreni"
"Nephthys ciliata","Nephtys ciliata"
"Nephthys emarginata","Nephtys longosetosa"
"Nephthys grubei","Aglaophamus malmgreni"
"Nephthys johnstoni","Nephtys longosetosa"
"Nephthys longosetosa","Nephtys longosetosa"
"Nephthys minuta","Micronephthys minuta"
"Nephthys pansa","Nephtys paradoxa"
"Nephthys paradoxa","Nephtys paradoxa"
"Nephthys phyllobranchia","Nephtys paradoxa"
"Nephthys rickettsi","Nephtys discors"
"Nephtys bononensis","Nephtys caeca"
"Nephtys borealis","Nephtys ciliata"
"Nephtys brachycephala","Nephtys brachycephala"
"Nephtys caeca var. ciliata","Nephtys caeca"
"Nephtys cornuta","Micronephthys cornuta"
"Nephtys cornuta franciscana","Micronephthys cornuta"
"Nephtys malmgreni","Aglaophamus malmgreni"
"Nephtys margaritacea","Nephtys caeca"
"Nephtys minuta","Micronephthys minuta"
"Nephtys neotena","Micronephthys neotena"
"Nephtys nudipes","Nephtys caeca"
"Nephtys oerstedii","Nephtys caeca"
"Nephtys paradoxa","Nephtys paradoxa"
"Nephtys pente","Nephtys pente"
"Neptunea beringiana","Neptunea beringiana"
"Neptunea beringiana var. unicostata","Neptunea ventricosa"
"Neptunea bicincta","Ancistrolepis eucosmius"
"Neptunea borealis","Neptunea borealis"
"Neptunea brevicauda","Aulacofusus brevicauda"
"Neptunea californica","Ancistrolepis californicus"
"Neptunea callicerata","Boreotrophon avalonensis"
"Neptunea communis","Neptunea communis"
"Neptunea eucosmia","Ancistrolepis eucosmius"
"Neptunea gyroscopoides","Neptunea gyroscopoides"
"Neptunea hanseni","Colus sabini"
"Neptunea ithitoma","Boreotrophon alaskanus"
"Neptunea magna","Clinopegma magnum"
"Neptunea multistriata","Neptunea multistriata"
"Neptunea satura var. elongata","Neptunea borealis"
"Neptunea staphylina","Boreotrophon bentleyi"
"Neptunea taphria","Sulcosinus taphrium"
"Neptunea ventricosa","Neptunea ventricosa"
"Nereilepas fusca","Nereis pelagica"
"Nereilepas pacifica","Perinereis vallata"
"Nereimyra aphroditoides","Nereimyra aphroditoides"
"Nereimyra punctata","Nereimyra punctata"
"Nereis alaskensis","Ceratonereis paucidentata"
"Nereis aphroditioides","Nereimyra aphroditoides"
"Nereis arctica","Nereis vexillosa"
"Nereis armillaris","Syllis armillaris"
"Nereis bowerbanckii","Nereis pelagica"
"Nereis brandti","Alitta brandti"
"Nereis bullata","Sphaerodorum gracilis"
"Nereis caeca","Nephtys caeca"
"Nereis ciliata","Nephtys ciliata"
"Nereis cirrosa","Amphitrite cirrata"
"Nereis cyclurus","Cheilonereis cyclurus"
"Nereis cylindrata","Nereis zonata"
"Nereis denticulata","Nereis pelagica"
"Nereis ezoensis","Nereis vexillosa"
"Nereis ferruginea","Nereis pelagica"
"Nereis filicornis","Spio filicornis"
"Nereis fimbriata","Nereis pelagica"
"Nereis flava","Eteone flava"
"Nereis flavipes","Nereis zonata"
"Nereis fragilis","Scoletoma fragilis"
"Nereis fulgens","Nereis pelagica"
"Nereis grandifolia","Nereis pelagica"
"Nereis heteropoda","Nereis heteropoda"
"Nereis lineata","Nereis lineata"
"Nereis lineata","Nephtys caeca"
"Nereis longa","Eteone longa"
"Nereis maculata","Phyllodoce maculata"
