taxa_query,found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Ohridohoratia pygmaea,Ohridohoratia pygmaea,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ohridohoratia,1421402,795716,4560562,4158999,accepted,NA,FALSE,NA,"(Westerlund, 1902)",Ohridohoratia pygmaea,Ohridohoratia pygmaea,Ohridohoratia pygmaea,"Ohridohoratia pygmaea (Westerlund, 1902)",1,0
Ohridohoratia sturanyi,Ohridohoratia sturanyi,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ohridohoratia,1421404,795718,4560560,4158996,accepted,NA,FALSE,NA,"(Westerlund, 1902)",Ohridohoratia sturanyi,Ohridohoratia sturanyi,Ohridohoratia sturanyi,"Ohridohoratia sturanyi (Westerlund, 1902)",1,0
Ohridohoratia polinskii,Ohridohoratia polinskii,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ohridohoratia,1421403,795717,4560558,4158997,accepted,NA,FALSE,NA,"(Radoman, 1960)",Ohridohoratia polinskii,Ohridohoratia polinskii,Ohridohoratia polinskii,"Ohridohoratia polinskii (Radoman, 1960)",1,0
Ohrigocea stankovici,Ohrigocea stankovici,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ohrigocea,1421411,795721,4560522,4159009,accepted,NA,FALSE,NA,"(Hadžišče, 1959)",Ohrigocea stankovici,Ohrigocea stankovici,Ohrigocea stankovici,"Ohrigocea stankovici Hadžišče, 1959",1,0
Ohrigocea samuili,Ohrigocea samuili,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ohrigocea,1421410,795720,4560526,4159011,accepted,NA,FALSE,NA,"Hadžišče, 1959",Ohrigocea samuili,Ohrigocea samuili,Ohrigocea samuili,"Ohrigocea samuili Hadžišče, 1959",1,0
Omalonyx pattersonae,Omalonyx unguis,species,Mollusca,Gastropoda,Stylommatophora,Succineidae,Omalonyx,1289642,795730,10163279,7498997,unaccepted,junior synonym,FALSE,NA,"(d'Orbigny, 1836)",Omalonyx unguis,Omalonyx pattersonae,Omalonyx pattersonae,"Omalonyx pattersonae Tillier, 1981",0,1
Omalonyx unguis,Omalonyx unguis,species,Mollusca,Gastropoda,Stylommatophora,Succineidae,Omalonyx,1289642,795728,10377858,7498998,accepted,NA,FALSE,NA,"(d'Orbigny, 1836)",Omalonyx unguis,Omalonyx unguis,Omalonyx unguis,"Omalonyx unguis (d'Orbigny, 1836)",0,1
Omalonyx convexus,Omalonyx convexus,species,Mollusca,Gastropoda,Stylommatophora,Succineidae,Omalonyx,1289641,795727,10550297,7498995,accepted,NA,FALSE,NA,"(E. von Martens, 1868)",Omalonyx convexus,Omalonyx convexus,Omalonyx convexus,"Omalonyx convexus (E.von Martens, 1868)",0,1
Omalonyx geayi,Omalonyx unguis,species,Mollusca,Gastropoda,Stylommatophora,Succineidae,Omalonyx,1289642,795731,8133379,7498996,unaccepted,junior synonym,FALSE,NA,"(d'Orbigny, 1836)",Omalonyx unguis,Omalonyx geayi,Omalonyx geayi,"Omalonyx geayi Tillier, 1980",0,1
Opacuincola delira,Opacuincola delira,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Opacuincola,821069,25054,7554986,392291,accepted,NA,FALSE,NA,"Haase, 2008",Opacuincola delira,Opacuincola delira,Opacuincola delira,"Opacuincola delira Haase, 2008",1,0
Paropeas achatinaceum,Paropeas achatinaceum,species,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Paropeas,875230,795742,8398927,6361742,accepted,NA,FALSE,NA,"(L. Pfeiffer, 1846)",Paropeas achatinaceum,Paropeas achatinaceum,Paropeas achatinaceum,"Paropeas achatinaceum (L.Pfeiffer, 1846)",0,1
Parreysia corrugata,Parreysia corrugata,species,Mollusca,Bivalvia,Unionida,Unionidae,Parreysia,1353328,458246,5782329,926875,accepted,NA,FALSE,NA,"(O. F. Müller, 1774)",Parreysia corrugata,Parreysia corrugata,Parreysia corrugata,"Parreysia corrugata (O.F.Müller, 1774)",1,0
Persipyrgula saboori,Persipyrgula saboori,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Persipyrgula,881454,795755,8452809,5505500,accepted,NA,FALSE,incertae_sedis_inherited,"(Glöer & Pešić, 2009)",Persipyrgula saboori,Persipyrgula saboori,Persipyrgula saboori,"Persipyrgula saboori (Glöer & Pešić, 2009)",1,0
Pfeiffericoptis fumosa,Pfeiffericoptis fumosa,species,Mollusca,Gastropoda,Stylommatophora,Urocoptidae,Pfeiffericoptis,1363584,795757,8839691,5973725,accepted,NA,FALSE,NA,"(L. Pfeiffer, 1863)",Pfeiffericoptis fumosa,Pfeiffericoptis fumosa,Pfeiffericoptis fumosa,"Pfeiffericoptis fumosa (L.Pfeiffer, 1863)",0,1
Pisidium walkeri,Euglesa walkeri,species,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium,1548018,795805,2286690,2857931,unaccepted,basionym,FALSE,NA,"(Sterki, 1895)",Euglesa walkeri,Pisidium walkeri,Pisidium walkeri,"Pisidium walkeri Sterki, 1895",1,0
Planorbis planorbis,Planorbis planorbis,species,Mollusca,Gastropoda,NA,Planorbidae,Planorbis,182693,105812,8298325,967944,accepted,NA,FALSE,NA,"(Linnaeus, 1758)",Planorbis planorbis,Planorbis planorbis,Planorbis planorbis,"Planorbis planorbis (Linnaeus, 1758)",1,0
Planorbula armigera,Planorbula armigera,species,Mollusca,Gastropoda,NA,Planorbidae,Planorbula,1246145,105811,2291004,967942,accepted,NA,FALSE,NA,"(Say, 1821)",Planorbula armigera,Planorbula armigera,Planorbula armigera,"Planorbula armigera (Say, 1821)",1,0
Plectorhagada gascoynensis,Plectorhagada gascoynensis,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Plectorhagada,1149986,795815,2294871,2880097,accepted,NA,FALSE,NA,"(E. A. Smith, 1894)",Plectorhagada gascoynensis,Plectorhagada gascoynensis,Plectorhagada gascoynensis,"Plectorhagada gascoynensis (E.A.Smith, 1894)",0,1
Pleurobema strodeanum,Pleurobema strodeanum,species,Mollusca,Bivalvia,Unionida,Unionidae,Pleurobema,857373,80596,2288076,48877,accepted,NA,FALSE,sibling_higher,"(B. H. Wright, 1898)",Pleurobema strodeanum,Pleurobema strodeanum,Pleurobema strodeanum,"Pleurobema strodeanum (B.H.Wright, 1898)",1,0
Pleurobema riddellii,Pleurobema riddellii,species,Mollusca,Bivalvia,Unionida,Unionidae,Pleurobema,857369,459135,2288072,712378,accepted,NA,FALSE,sibling_higher,"(I. Lea, 1862)",Pleurobema riddellii,Pleurobema riddellii,Pleurobema riddellii,"Pleurobema riddellii (I.Lea, 1862)",1,0
Pleuroxia cyrtopleura,Pleuroxia cyrtopleura,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Pleuroxia,1149988,795816,2294413,2880090,accepted,NA,FALSE,NA,"(Pfeiffer, 1862)",Pleuroxia cyrtopleura,Pleuroxia cyrtopleura,Pleuroxia cyrtopleura,"Pleuroxia cyrtopleura (Pfeiffer, 1862)",0,1
Pleuroxia italowiana,Pleuroxia italowiana,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Pleuroxia,1149306,795817,2294412,96244,accepted,NA,FALSE,NA,"Solem, 1992",Pleuroxia italowiana,Pleuroxia italowiana,Pleuroxia italowiana,"Pleuroxia italowiana Solem, 1992",0,1
Posticobia brazieri,Posticobia brazieri,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Posticobia,1299402,27204,4608513,3883,accepted,NA,FALSE,NA,"(E. A. Smith, 1882)",Posticobia brazieri,Posticobia brazieri,Posticobia brazieri,"Posticobia brazieri (E.A.Smith, 1882)",1,0
Potamolithus elenae,Potamolithus elenae,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamolithus,990951,795832,9533813,7495512,accepted,NA,FALSE,NA,"de Lucía & Gutiérrez Gregoric, 2017",Potamolithus elenae,Potamolithus elenae,Potamolithus elenae,"Potamolithus elenae de Lucía & Gutiérrez Gregoric, 2017",1,0
Prespolitorea malaprespensis,Prespolitorea malaprespensis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Prespolitorea,1000632,795834,4560514,4158973,accepted,NA,FALSE,NA,"Radoman, 1973",Prespolitorea malaprespensis,Prespolitorea malaprespensis,Prespolitorea malaprespensis,"Prespolitorea malaprespensis Radoman, 1973",1,0
Prespolitorea valvataeformis,Prespolitorea valvataeformis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Prespolitorea,890724,795835,4560515,4158974,accepted,NA,FALSE,NA,"Radoman, 1973",Prespolitorea valvataeformis,Prespolitorea valvataeformis,Prespolitorea valvataeformis,"Prespolitorea valvataeformis Radoman, 1973",1,0
Pseudamnicola orsinii,Pseudamnicola orsinii,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudamnicola,731739,795843,4559970,2892183,accepted,NA,FALSE,unplaced_inherited,"(Küster, 1852)",Pseudamnicola orsinii,Pseudamnicola orsinii,Pseudamnicola orsinii,"Pseudamnicola orsinii (Küster, 1852)",1,0
Pseudamnicola beckmanni,Pseudamnicola beckmanni,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudamnicola,767526,656129,4559959,2892195,accepted,NA,FALSE,unplaced_inherited,"Glöer & Zettler, 2007",Pseudamnicola beckmanni,Pseudamnicola beckmanni,Pseudamnicola beckmanni,"Pseudamnicola beckmanni Glöer & Zettler, 2007",1,0
Pseudamnicola subproducta,Pseudamnicola spiratus,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudamnicola,1018837,653506,8121041,5224240,unaccepted,NA,FALSE,unplaced_inherited,"(Paladilhe, 1869)",Pseudamnicola spiratus,Pseudamnicola subproducta,Pseudamnicola subproducta,"Pseudamnicola subproducta (Paladilhe, 1869)",1,0
Pseudancylastrum dorogostajskii,Pseudancylastrum dorogostajskii,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027421,795859,9354163,5735007,accepted,NA,FALSE,NA,"Starobogatov, 1989",Pseudancylastrum dorogostajskii,Pseudancylastrum dorogostajskii,Pseudancylastrum dorogostajskii,"Pseudancylastrum dorogostajskii Starobogatov, 1989",1,0
Pseudancylastrum frolikhae,Frolikhiancylus frolikhae,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027427,795862,7827644,5735004,unaccepted,original combination,FALSE,NA,"(Sitnikova & Starobogatov, 1993)",Frolikhiancylus frolikhae,Pseudancylastrum frolikhae,Pseudancylastrum frolikhae,"Pseudancylastrum frolikhae Sitnikova & Starobogatov, 1993",1,0
Pseudancylastrum dybowskii,Pseudancylastrum dybowskii,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027401,795860,9592930,5735005,accepted,NA,FALSE,NA,"(Clessin, 1880)",Pseudancylastrum dybowskii,Pseudancylastrum dybowskii,Pseudancylastrum dybowskii,"Pseudancylastrum dybowskii (Clessin, 1880)",1,0
Pseudancylastrum cornu,Pseudancylastrum cornu,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027406,795858,8260868,5735003,accepted,NA,FALSE,NA,"Starobogatov, 1989",Pseudancylastrum cornu,Pseudancylastrum cornu,Pseudancylastrum cornu,"Pseudancylastrum cornu Starobogatov, 1989",1,0
Pseudancylastrum beckmanae,Pseudancylastrum beckmanae,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027399,795857,7753555,5735009,accepted,NA,FALSE,NA,"Starobogatov, 1989",Pseudancylastrum beckmanae,Pseudancylastrum beckmanae,Pseudancylastrum beckmanae,"Pseudancylastrum beckmanae Starobogatov, 1989",1,0
Pseudancylastrum aculiferum,Pseudancylastrum aculiferum,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027414,795856,8137093,5735006,accepted,NA,FALSE,NA,"Starobogatov, 1989",Pseudancylastrum aculiferum,Pseudancylastrum aculiferum,Pseudancylastrum aculiferum,"Pseudancylastrum aculiferum Starobogatov, 1989",1,0
Pseudancylastrum sibiricum,Pseudancylastrum sibiricum,species,Mollusca,Gastropoda,NA,Acroloxidae,Pseudancylastrum,1027396,795861,8193584,5735008,accepted,NA,FALSE,NA,"(Gerstfeldt, 1859)",Pseudancylastrum sibiricum,Pseudancylastrum sibiricum,Pseudancylastrum sibiricum,"Pseudancylastrum sibiricum (Gerstfeldt, 1859)",1,0
Pseudohoratia ochridana,Pseudohoratia ochridana,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudohoratia,1001691,795872,4560759,4159030,accepted,NA,FALSE,NA,"(Poliński, 1929)",Pseudohoratia ochridana,Pseudohoratia ochridana,Pseudohoratia ochridana,"Pseudohoratia ochridana (Poliński, 1929)",1,0
Pseudohoratia brusinae,Pseudohoratia brusinae,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudohoratia,1001689,795870,4560764,4159028,accepted,NA,FALSE,NA,"(Radoman, 1953)",Pseudohoratia brusinae,Pseudohoratia brusinae,Pseudohoratia brusinae,"Pseudohoratia brusinae (Radoman, 1953)",1,0
Pseudohoratia lacustris,Pseudohoratia lacustris,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pseudohoratia,1001690,795871,4560762,4159029,accepted,NA,FALSE,NA,"(Radoman, 1964)",Pseudohoratia lacustris,Pseudohoratia lacustris,Pseudohoratia lacustris,"Pseudohoratia lacustris (Radoman, 1964)",1,0
Pyrgulopsis pinetorum,Pyrgulopsis pinetorum,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,954490,795899,7399208,7495436,accepted,NA,FALSE,incertae_sedis_inherited,"(D. W. Taylor, 1987)",Pyrgulopsis pinetorum,Pyrgulopsis pinetorum,Pyrgulopsis pinetorum,"Pyrgulopsis pinetorum (D.W.Taylor, 1987)",1,0
Pyrgulopsis hualapaiensis,Pyrgulopsis hualapaiensis,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,874978,795897,8644458,5973412,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, H.-P. Liu & Stevens, 2016",Pyrgulopsis hualapaiensis,Pyrgulopsis hualapaiensis,Pyrgulopsis hualapaiensis,"Pyrgulopsis hualapaiensis Hershler, H.-P.Liu & Stevens, 2016",1,0
Pyrgulopsis nuwuvi,Pyrgulopsis nuwuvi,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,954493,795898,9250031,7495435,accepted,NA,FALSE,incertae_sedis_inherited,"Hershler, H.-P. Liu, Forsythe, Hovingh & Wheeler, 2017",Pyrgulopsis nuwuvi,Pyrgulopsis nuwuvi,Pyrgulopsis nuwuvi,"Pyrgulopsis nuwuvi Hershler, H.-P.Liu, Forsythe, Hovingh & Wheeler, 2017",1,0
Quadrula quadrula,Quadrula quadrula,species,Mollusca,Bivalvia,Unionida,Unionidae,Quadrula,857393,30955,5189374,609681,accepted,NA,FALSE,sibling_higher,"(Rafinesque, 1820)",Quadrula quadrula,Quadrula quadrula,Quadrula quadrula,"Quadrula quadrula (Rafinesque, 1820)",1,0
Radiatula lima,Indonaia rugosa,species,Mollusca,Bivalvia,Unionida,Unionidae,Radiatula,1561989,755075,9049240,2851471,unaccepted,new combination,FALSE,unplaced_inherited,"(Gmelin, 1791)",Indonaia rugosa,Radiatula lima,Radiatula lima,"Radiatula lima (Simpson, 1900)",1,0
Radix labiata,Peregriana labiata,species,Mollusca,Gastropoda,NA,Lymnaeidae,Radix,1288096,200711,5859350,913867,unaccepted,NA,FALSE,sibling_higher,"(Rossmässler, 1835)",Peregriana labiata,Radix labiata,Radix labiata,"Radix labiata (Rossmässler, 1835)",1,0
Radix zazurnensis,Kamtschaticana kamtschatica,species,Mollusca,Gastropoda,NA,Lymnaeidae,Radix,1288009,667942,8965404,933703,unaccepted,NA,FALSE,sibling_higher,"(Middendorff, 1850)",Kamtschaticana kamtschatica,Radix zazurnensis,Radix zazurnensis,"Radix zazurnensis (Mozley, 1934)",1,0
Radix rubiginosa,Radix rubiginosa,species,Mollusca,Gastropoda,NA,Lymnaeidae,Radix,724539,280601,7384449,570580,accepted,NA,FALSE,sibling_higher,"(Michelin, 1831)",Radix rubiginosa,Radix rubiginosa,Radix rubiginosa,"Radix rubiginosa (Michelin, 1831)",1,0
Rakiurapyrgus cresswelli,Rakiurapyrgus cresswelli,species,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Rakiurapyrgus,821099,25061,7761798,392297,accepted,NA,FALSE,NA,"(Climo, 1974)",Rakiurapyrgus cresswelli,Rakiurapyrgus cresswelli,Rakiurapyrgus cresswelli,"Rakiurapyrgus cresswelli (Climo, 1974)",1,0
Reginaia rotulata,Reginaia rotulata,species,Mollusca,Bivalvia,Unionida,Unionidae,Reginaia,857477,647591,7563387,717604,accepted,NA,FALSE,NA,"(B. H. Wright, 1899)",Reginaia rotulata,Reginaia rotulata,Reginaia rotulata,"Reginaia rotulata (B.H.Wright, 1899)",1,0
Riebeckia,Riebeckia,genus,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Riebeckia,995644,795934,4629308,298011,accepted,NA,FALSE,NA,"E. von Martens, 1883",Riebeckia,Riebeckia,Riebeckia,"Riebeckia E.von Martens, 1883",0,1
Rivularia auriculata,Rivularia auriculata,species,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Rivularia,994451,795939,8019697,6353822,accepted,NA,FALSE,NA,"(E. von Martens, 1875)",Rivularia auriculata,Rivularia auriculata,Rivularia auriculata,"Rivularia auriculata (E.von Martens, 1875)",1,0
Sagracoptis coronadoi,Sagracoptis coronadoi,species,Mollusca,Gastropoda,Stylommatophora,Urocoptidae,Sagracoptis,1495128,795952,10219490,5973734,accepted,NA,FALSE,NA,"(L. Pfeiffer, 1863)",Sagracoptis coronadoi,Sagracoptis coronadoi,Sagracoptis coronadoi,"Sagracoptis coronadoi (L.Pfeiffer, 1863)",0,1
Samoana fragilis,Samoana fragilis,species,Mollusca,Gastropoda,Stylommatophora,Partulidae,Samoana,888293,653726,5783090,4956984,accepted,NA,FALSE,NA,"(Férussac, 1821)",Samoana fragilis,Samoana fragilis,Samoana fragilis,"Samoana fragilis (Férussac, 1821)",0,1
Semisulcospira multigranosa,Semisulcospira multigranosa,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1059809,795962,9788611,689390,accepted,NA,FALSE,hidden_inherited,"(O. Boettger, 1886)",Semisulcospira multigranosa,Semisulcospira multigranosa,Semisulcospira multigranosa,"Semisulcospira multigranosa (O.Boettger, 1886)",1,0
Semisulcospira reticulata,Semisulcospira reticulata,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1059808,165683,9693469,554508,accepted,NA,FALSE,hidden_inherited,"Kajiyama & Habe, 1961",Semisulcospira reticulata,Semisulcospira reticulata,Semisulcospira reticulata,"Semisulcospira reticulata Kajiyama & Habe, 1961",1,0
Semisulcospira nakasekoae,Semisulcospira nakasekoae,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1059803,795965,9732155,662989,accepted,NA,FALSE,hidden_inherited,"(Kuroda, 1929)",Semisulcospira nakasekoae,Semisulcospira nakasekoae,Semisulcospira nakasekoae,"Semisulcospira nakasekoae Kuroda, 1929",1,0
Semisulcospira,Semisulcospira,genus,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,741120,165682,4608248,768031,accepted,NA,FALSE,hidden_inherited,"O. Boettger, 1886",Semisulcospira,Semisulcospira,Semisulcospira,"Semisulcospira O.Boettger, 1886",1,0
Semisulcospira kurodai,Semisulcospira kurodai,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1059802,795963,9688423,689396,accepted,NA,FALSE,hidden_inherited,"Kajiyama & Habe, 1961",Semisulcospira kurodai,Semisulcospira kurodai,Semisulcospira kurodai,"Semisulcospira kurodai Kajiyama & Habe, 1961",1,0
Semisulcospira decipiens,Semisulcospira decipiens,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1059807,795959,9646382,1084316,accepted,NA,FALSE,hidden_inherited,"(Westerlund, 1883)",Semisulcospira decipiens,Semisulcospira decipiens,Semisulcospira decipiens,"Semisulcospira decipiens (Westerlund, 1883)",1,0
Semisulcospira morii,Semisulcospira morii,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,1307322,795961,8845030,5973481,accepted,NA,FALSE,hidden_inherited,"Watanabe, 1984",Semisulcospira morii,Semisulcospira morii,Semisulcospira morii,"Semisulcospira morii Watanabe, 1984",1,0
Semisulcospira gottschei,Semisulcospira gottschei,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,999736,656164,9538877,245944,accepted,NA,FALSE,hidden_inherited,"(Martens, 1886)",Semisulcospira gottschei,Semisulcospira gottschei,Semisulcospira gottschei,"Semisulcospira gottschei (Martens, 1886)",1,0
Semisulcospira forticosta,Semisulcospira forticosta,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Semisulcospiridae,Semisulcospira,999761,653885,9540163,245945,accepted,NA,FALSE,hidden_inherited,"(Martens, 1886)",Semisulcospira forticosta,Semisulcospira forticosta,Semisulcospira forticosta,"Semisulcospira forticosta (Martens, 1886)",1,0
Semotrachia bagoti,Catellotrachia bagoti,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Semotrachia,1308112,795967,2294538,350181,unaccepted,original combination,FALSE,sibling_higher,"(Solem, 1993)",Catellotrachia bagoti,Semotrachia bagoti,Semotrachia bagoti,"Semotrachia bagoti Solem, 1993",0,1
Shadinia,Shadinia,genus,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Shadinia,881456,795969,4599286,2919049,accepted,NA,FALSE,NA,"Akramowski, 1976",Shadinia,Shadinia,Shadinia,"Shadinia Akramowski, 1976",1,0
Shadinia bjniensis,Shadinia terpoghassiani,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Shadinia,881457,795971,9613091,6357617,unaccepted,NA,FALSE,NA,"(Zhadin, 1952)",Shadinia terpoghassiani,Shadinia bjniensis,Shadinia bjniensis,"Shadinia bjniensis Bössneck, Walther & Neiber, 2016",1,0
Shadinia terpoghassiani,Shadinia terpoghassiani,species,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Shadinia,881457,795970,8067234,6357619,accepted,NA,FALSE,NA,"(Zhadin, 1952)",Shadinia terpoghassiani,Shadinia terpoghassiani,Shadinia terpoghassiani,"Shadinia terpoghassiani (Zhadin, 1952)",1,0
Sinanodonta woodiana,Sinanodonta woodiana,species,Mollusca,Bivalvia,Unionida,Unionidae,Sinanodonta,857498,463827,4559541,402340,accepted,NA,FALSE,NA,"(I. Lea, 1834)",Sinanodonta woodiana,Sinanodonta woodiana,Sinanodonta woodiana,"Sinanodonta woodiana (I.Lea, 1834)",1,0
Sinanodonta,Sinanodonta,genus,Mollusca,Bivalvia,Unionida,Unionidae,Sinanodonta,747101,463826,4559540,402339,accepted,NA,FALSE,NA,"Modell, 1945",Sinanodonta,Sinanodonta,Sinanodonta,"Sinanodonta Modell, 1945",1,0
Sinumelon gillensis,Sinumelon gillense,species,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Sinumelon,1458045,795981,2294338,2880196,unaccepted,incorrect gender of species name,FALSE,NA,"Solem, 1993",Sinumelon gillense,Sinumelon gillensis,Sinumelon gillensis,"Sinumelon gillensis Solem, 1993",0,1
