species,phylum,class,obisgbif,hakaisample,verifiedbc
Neozoogonus californicus,Platyhelminthes,Trematoda,1,0,0
Myxobilatus gasterostei,Cnidaria,Myxozoa,1,0,0
Procolobomatus kyphosus,Arthropoda,Copepoda,1,0,0
Prosorhynchus scalpellus,Platyhelminthes,Trematoda,1,0,0
Opechona occidentalis,Platyhelminthes,Trematoda,1,0,0
Acanthocotyle pacifica,Platyhelminthes,Monogenea,1,0,0
Chondracanthus pinguis,Arthropoda,Copepoda,1,0,0
Echinorhynchus gadi,Acanthocephala,Palaeacanthocephala,1,0,0
Paracuaria tridentata,Nematoda,Chromadorea,1,0,0
Lepeophtheirus oblitus,Arthropoda,Copepoda,1,0,0
Cucullanus elongatus,Nematoda,Chromadorea,1,0,0
Galactosomum phalacrocoracis,Platyhelminthes,Trematoda,1,0,0
Echinoparyphium recurvatum,Platyhelminthes,Trematoda,1,0,0
Bothriocephalus scorpii,Platyhelminthes,Cestoda,1,0,0
Opechona bacillaris,Platyhelminthes,Trematoda,1,0,0
Stegophorus stellaepolaris,Nematoda,Chromadorea,1,0,0
Eudactylina acanthii,Arthropoda,Copepoda,1,0,0
Lepidophyllum cameroni,Platyhelminthes,Trematoda,1,0,0
Acanthocotyle williamsi,Platyhelminthes,Monogenea,1,0,0
Mesobathylebouria tinkerbellae,Platyhelminthes,Trematoda,1,0,0
Lecithochirium exodicum,Platyhelminthes,Trematoda,1,0,0
Hemiurus levinseni,Platyhelminthes,Trematoda,1,0,0
Acantholochus venustus,Arthropoda,Copepoda,1,0,0
Helicometra sebastis,Platyhelminthes,Trematoda,1,0,0
Stephanostomum californicum,Platyhelminthes,Trematoda,1,0,0
Corynosoma strumosum,Acanthocephala,Palaeacanthocephala,1,0,0
Genolinea anura,Platyhelminthes,Trematoda,1,0,0
Polymorphus minutus,Acanthocephala,Palaeacanthocephala,1,0,0
Brachycladium goliath,Platyhelminthes,Trematoda,1,0,0
Gyrodactylus salmonis,Platyhelminthes,Monogenea,1,0,0
Prosorhynchoides basargini,Platyhelminthes,Trematoda,1,0,0
Bomolochus cuneatus,Arthropoda,Copepoda,1,0,0
Cucullanus annulatus,Nematoda,Chromadorea,1,0,0
Abothrium gadi,Platyhelminthes,Cestoda,1,0,0
Lepidophyllum steenstrupi,Platyhelminthes,Trematoda,1,0,0
Tubulovesicula lindbergi,Platyhelminthes,Trematoda,1,0,0
Lepidapedon gadi,Platyhelminthes,Trematoda,1,0,0
Phlyctainophora lamnae,Nematoda,Chromadorea,1,0,0
Eubothrium salvelini,Platyhelminthes,Cestoda,1,0,0
Rhipidocotyle elongata,Platyhelminthes,Trematoda,1,0,0
Haemobaphes diceraus,Arthropoda,Copepoda,1,0,0
Pseudoterranova decipiens,Nematoda,Chromadorea,1,0,0
Rajonchocotyle batis,Platyhelminthes,Monogenea,1,0,0
Sphaerospora araii,Cnidaria,Myxozoa,1,0,0
Prosorhynchus apertus,Platyhelminthes,Trematoda,1,0,0
Gymnophallus obscurus,Platyhelminthes,Trematoda,1,0,0
Polymorphus obtusus,Acanthocephala,Palaeacanthocephala,1,0,0
Corynosoma enhydri,Acanthocephala,Palaeacanthocephala,1,0,0
Gyrodactylus harengi,Platyhelminthes,Monogenea,1,0,0
Entobdella hippoglossi,Platyhelminthes,Monogenea,1,0,0
Crepidostomum farionis,Platyhelminthes,Trematoda,1,0,0
Pronoprymna petrowi,Platyhelminthes,Trematoda,1,0,0
Halocercus monoceris,Nematoda,Chromadorea,1,0,0
Haemobaphes intermedius,Arthropoda,Copepoda,1,0,0
Salvelinema walkeri,Nematoda,Chromadorea,1,0,0
Clavinema mariae,Nematoda,Chromadorea,1,0,0
Neolepidapedon pugetense,Platyhelminthes,Trematoda,1,0,0
Gilquinia squali,Platyhelminthes,Cestoda,1,0,0
Diphyllobothrium tetrapterum,Platyhelminthes,Cestoda,1,0,0
Fellodistomum sebastodis,Platyhelminthes,Trematoda,1,0,0
Branchobdella pugetensis,Platyhelminthes,Monogenea,1,0,0
Pseudodelphis oligocotti,Nematoda,Chromadorea,1,0,0
Otodistomum veliporum,Platyhelminthes,Trematoda,1,0,0
Copiatestes filiferus,Platyhelminthes,Trematoda,1,0,0
Kudoa paniformis,Cnidaria,Myxozoa,1,0,0
Aporocotyle theragrae,Platyhelminthes,Trematoda,1,0,0
Colobomatus embiotocae,Arthropoda,Copepoda,1,0,0
Maritrema paracadiae,Platyhelminthes,Trematoda,1,0,0
Eubothrium rugosum,Platyhelminthes,Cestoda,1,0,0
Podocotyle gibbonsia,Platyhelminthes,Trematoda,1,0,0
Cucullanus heterochrous,Nematoda,Chromadorea,1,0,0
Profilicollis botulus,Acanthocephala,Palaeacanthocephala,1,0,0
Grillotia heptanchi,Platyhelminthes,Cestoda,1,0,0
Zschokkella hildae,Cnidaria,Myxozoa,1,0,0
Crepidostomum metoecus,Platyhelminthes,Trematoda,1,0,0
Actinostola faeculenta,Cnidaria,Anthozoa,1,0,0
Ophiomusa lymani,Echinodermata,Ophiuroidea,1,0,0
Urticina coriacea,Cnidaria,Anthozoa,1,1,1
Paragorgia arborea,Cnidaria,Anthozoa,1,0,0
Araphura breviaria,Arthropoda,Malacostraca,1,0,0
Modeeria rotunda,Cnidaria,Hydrozoa,1,0,0
Dendronotus nanus,Mollusca,Gastropoda,1,0,0
Tomopteris septentrionalis,Annelida,Polychaeta,1,0,0
Pasiphaea pacifica,Arthropoda,Malacostraca,1,1,1
Thysanoessa spinifera,Arthropoda,Malacostraca,1,1,1
Pagurus capillatus,Arthropoda,Malacostraca,1,0,0
Lumbricillus tsimpseanis,Annelida,Clitellata,1,0,0
Lumbricillus rupertensis,Annelida,Clitellata,1,0,0
Podoceropsis angustimana,Arthropoda,Malacostraca,1,0,0
Ramellogammarus vancouverensis,Arthropoda,Malacostraca,1,0,0
Paragorgia yutlinux,Cnidaria,Anthozoa,1,0,0
Staurosoma parasiticum,Arthropoda,Copepoda,1,0,0
Ampithoe sectimana,Arthropoda,Malacostraca,1,0,0
Pherusa neopapillata,Annelida,Polychaeta,1,0,0
Oncaea prolata,Arthropoda,Copepoda,1,0,0
Tresus allomyax,Mollusca,Bivalvia,1,0,0
Placida dendritica,Mollusca,Gastropoda,1,1,1
Leptasterias arctica,Echinodermata,Asteroidea,1,0,0
Crepidula fornicata,Mollusca,Gastropoda,1,0,0
Lepidozona cooperi,Mollusca,Polyplacophora,1,0,0
Paelopatides confundens,Echinodermata,Holothuroidea,1,0,0
Eusyllis blomstrandi,Annelida,Polychaeta,1,0,0
Euchone incolor,Annelida,Polychaeta,1,0,0
Stylaster campylecus,Cnidaria,Hydrozoa,1,0,0
Lanassa venusta,Annelida,Polychaeta,1,0,0
Fabricia stellaris,Annelida,Polychaeta,1,0,0
Parascolaimus tau,Nematoda,Chromadorea,1,0,0
Aphrodita japonica,Annelida,Polychaeta,1,0,0
Nipponnemertes fernaldi,Nemertea,Hoplonemertea,1,0,0
Ninoe gemmea,Annelida,Polychaeta,1,0,0
Limnodriloides monothecus,Annelida,Clitellata,1,0,0
Goniada maculata,Annelida,Polychaeta,1,0,0
Balticina californica,Cnidaria,Anthozoa,1,0,0
Haplostoma minutum,Arthropoda,Copepoda,1,0,0
Marionina glandulifera,Annelida,Clitellata,1,0,0
Magelona hobsonae,Annelida,Polychaeta,1,0,0
Pagurus tanneri,Arthropoda,Malacostraca,1,0,0
Florometra asperrima,Echinodermata,Crinoidea,1,0,0
Rhopalaea cloneyi,Chordata,Ascidiacea,1,0,0
Flustrellidra corniculata,Bryozoa,Gymnolaemata,1,1,1
Pleurobranchaea californica,Mollusca,Gastropoda,1,0,0
Boreotrophon vancouverensis,Mollusca,Gastropoda,1,0,0
Scleroplax littoralis,Arthropoda,Malacostraca,1,0,0
Pista fasciata,Annelida,Polychaeta,1,0,0
Haliclystus auricula,Cnidaria,Staurozoa,1,0,0
Arabella semimaculata,Annelida,Polychaeta,1,0,0
Protodorvillea recuperata,Annelida,Polychaeta,1,0,0
Haplostomella reducta,Arthropoda,Copepoda,1,0,0
Aristias tumidus,Arthropoda,Malacostraca,1,0,0
Haplostoma albicatum,Arthropoda,Copepoda,1,0,0
Aglaophenia struthionides,Cnidaria,Hydrozoa,1,0,0
Haplostomides bellus,Arthropoda,Copepoda,1,0,0
Magelona berkeleyi,Annelida,Polychaeta,1,0,0
Paradialychone bimaculata,Annelida,Polychaeta,1,0,0
Hippasteria lepidonotus,Echinodermata,Asteroidea,1,0,0
Syndesmis inconspicua,Platyhelminthes,0,1,0,0
Haplostoma ambiguum,Arthropoda,Copepoda,1,0,0
Viscosia tumidula,Nematoda,Enoplea,1,0,0
Pherusa plumosa,Annelida,Polychaeta,1,0,0
Chrysopathes formosa,Cnidaria,Anthozoa,1,0,0
Botryllophilus bamfieldensis,Arthropoda,Copepoda,1,0,0
Pennatula phosphorea,Cnidaria,Anthozoa,1,0,0
Marionina southerni,Annelida,Clitellata,1,0,0
Bathypathes patula,Cnidaria,Anthozoa,1,0,0
Pyura vittata,Chordata,Ascidiacea,1,0,0
Bradyidius saanichi,Arthropoda,Copepoda,1,0,0
Architeuthis dux,Mollusca,Cephalopoda,1,0,0
Echinaster luzonicus,Echinodermata,Asteroidea,1,0,0
Hyas coarctatus,Arthropoda,Malacostraca,1,0,0
Chionoecetes opilio,Arthropoda,Malacostraca,1,0,0
Erimacrus isenbeckii,Arthropoda,Malacostraca,1,0,0
Aphrodita aculeata,Annelida,Polychaeta,1,0,0
Mysis litoralis,Arthropoda,Malacostraca,1,0,0
Aktedrilus labeosus,Annelida,Clitellata,1,0,0
Limnodriloides barnardi,Annelida,Clitellata,1,0,0
Myrianida irregularis,Annelida,Polychaeta,1,0,0
Aktedrilus knoellneri,Annelida,Clitellata,1,0,0
Ophryotrocha lipovskyae,Annelida,Polychaeta,1,0,0
Proceraea okadai,Annelida,Polychaeta,1,1,1
Spisula elliptica,Mollusca,Bivalvia,1,0,0
Cyamus scammoni,Arthropoda,Malacostraca,1,0,0
Rathbunaster californicus,Echinodermata,Asteroidea,1,0,0
Chrysaora quinquecirrha,Cnidaria,Scyphozoa,1,0,0
Pedicellaster magister,Echinodermata,Asteroidea,1,0,0
Leptychaster arcticus,Echinodermata,Asteroidea,1,0,0
Akoya platinum,Mollusca,Gastropoda,1,0,0
Ampheraster marianus,Echinodermata,Asteroidea,1,0,0
Stigmatoteuthis dofleini,Mollusca,Cephalopoda,1,0,0
Boreogennema borealis,Arthropoda,Malacostraca,1,0,0
Lithodes couesi,Arthropoda,Malacostraca,1,0,0
Barleeia subtenuis,Mollusca,Gastropoda,1,0,0
Suberites domuncula,Porifera,Demospongiae,1,0,0
Opisthoteuthis californiana,Mollusca,Cephalopoda,1,0,0
Pteraster jordani,Echinodermata,Asteroidea,1,0,0
Turbonilla middendorffi,Mollusca,Gastropoda,1,0,0
Argis levior,Arthropoda,Malacostraca,1,0,0
Heterozonias alternatus,Echinodermata,Asteroidea,1,0,0
Synallactes challengeri,Echinodermata,Holothuroidea,1,0,0
Neptunea amianta,Mollusca,Gastropoda,1,0,0
Argis ovifer,Arthropoda,Malacostraca,1,0,0
Notostomus japonicus,Arthropoda,Malacostraca,1,0,0
Vampyroteuthis infernalis,Mollusca,Cephalopoda,1,0,0
Mitrella gausapata,Mollusca,Gastropoda,1,0,0
Leptychaster pacificus,Echinodermata,Asteroidea,1,0,0
Odostomia tenuisculpta,Mollusca,Gastropoda,1,0,0
Gersemia lambi,Cnidaria,Anthozoa,1,0,0
Haliotis rufescens,Mollusca,Gastropoda,1,0,0
Haeckelia rubra,Ctenophora,Tentaculata,1,0,0
Megangulus bodegensis,Mollusca,Bivalvia,1,0,0
Pseudione galacanthae,Arthropoda,Malacostraca,1,0,0
Thuiaria articulata,Cnidaria,Hydrozoa,1,0,0
Bargmannia lata,Cnidaria,Hydrozoa,1,0,0
Loy thompsoni,Mollusca,Gastropoda,1,0,0
Evadne nordmanni,Arthropoda,Branchiopoda,1,0,0
Sagartiogeton californicus,Cnidaria,Anthozoa,1,0,0
Actinernus nobilis,Cnidaria,Anthozoa,1,0,0
Dipolydora caulleryi,Annelida,Polychaeta,1,0,0
Beringius crebricostatus,Mollusca,Gastropoda,1,0,0
Penitella penita,Mollusca,Bivalvia,1,0,0
Funiculina parkeri,Cnidaria,Anthozoa,1,0,0
Odostomia kennerleyi,Mollusca,Gastropoda,1,0,0
Bythotiara huntsmani,Cnidaria,Hydrozoa,1,0,0
Obelia bidentata,Cnidaria,Hydrozoa,1,0,0
Swiftia simplex,Cnidaria,Anthozoa,1,0,0
Stachyptilum superbum,Cnidaria,Anthozoa,1,0,0
Yoldia limatula,Mollusca,Bivalvia,1,0,0
Nemertesia tetraseriata,Cnidaria,Hydrozoa,1,0,0
Staurocalyptus solidus,Porifera,Hexactinellida,1,0,0
Excirolana chiltoni,Arthropoda,Malacostraca,1,0,0
Lebbeus catalepsis,Arthropoda,Malacostraca,1,0,0
Eualus lineatus,Arthropoda,Malacostraca,1,0,0
Haplostoma dentatum,Arthropoda,Copepoda,1,0,0
Haplostomella oceanica,Arthropoda,Copepoda,1,0,0
Oncaea glabra,Arthropoda,Copepoda,1,0,0
Lumbrineris bifurcata,Annelida,Polychaeta,1,0,0
Malmgreniella scriptoria,Annelida,Polychaeta,1,0,0
Buccinum scalariforme,Mollusca,Gastropoda,1,0,0
Brada sachalina,Annelida,Polychaeta,1,0,0
Parasicyonis sarsii,Cnidaria,Anthozoa,1,0,0
Petrasma pervernicosa,Mollusca,Bivalvia,1,0,0
Trimusculus reticulatus,Mollusca,Gastropoda,1,0,0
Ophelina breviata,Annelida,Polychaeta,1,0,0
Diaphana californica,Mollusca,Gastropoda,1,0,0
Nellobia eusoma,Annelida,Polychaeta,1,0,0
Lethasterias nanimensis,Echinodermata,Asteroidea,1,0,0
Callogorgia fraseri,Cnidaria,Anthozoa,1,0,0
Suberites ficus,Porifera,Demospongiae,1,0,0
Chaetozone setosa,Annelida,Polychaeta,1,0,0
Ampharete finmarchica,Annelida,Polychaeta,1,0,0
Eualus macilentus,Arthropoda,Malacostraca,1,0,0
Ceramaster arcticus,Echinodermata,Asteroidea,1,0,0
Akiodoris salacia,Mollusca,Gastropoda,1,0,0
Echinarachnius parma,Echinodermata,Echinoidea,1,0,0
Leptychaster propinquus,Echinodermata,Asteroidea,1,0,0
Nephtys rickettsi,Annelida,Polychaeta,1,0,0
Palio dubia,Mollusca,Gastropoda,1,0,0
Hespererato vitellina,Mollusca,Gastropoda,1,0,0
Paracoryphella islandica,Mollusca,Gastropoda,1,0,0
Epiactis ritteri,Cnidaria,Anthozoa,1,0,0
Systellaspis braueri,Arthropoda,Malacostraca,1,0,0
Lebbeus washingtonianus,Arthropoda,Malacostraca,1,0,0
Eualus berkeleyorum,Arthropoda,Malacostraca,1,0,0
Pasiphaea tarda,Arthropoda,Malacostraca,1,0,0
Acanthephyra curtirostris,Arthropoda,Malacostraca,1,0,0
Hymenodora glacialis,Arthropoda,Malacostraca,1,0,0
Bentheogennema burkenroadi,Arthropoda,Malacostraca,1,0,0
Parapasiphae sulcatifrons,Arthropoda,Malacostraca,1,0,0
Parapagurus benedicti,Arthropoda,Malacostraca,1,0,0
Notocomplana acticola,Platyhelminthes,0,1,0,0
Pagurus spilocarpus,Arthropoda,Malacostraca,1,0,0
Metridium dianthus,Cnidaria,Anthozoa,1,0,0
Xylophaga washingtona,Mollusca,Bivalvia,1,0,0
Ophiodermella inermis,Mollusca,Gastropoda,1,0,0
Palaemon macrodactylus,Arthropoda,Malacostraca,1,0,0
Virgularia glacialis,Cnidaria,Anthozoa,1,0,0
Aetideus divergens,Arthropoda,Copepoda,1,1,1
Sertularia fabricii,Cnidaria,Hydrozoa,1,0,0
Flustrellidra spinifera,Bryozoa,Gymnolaemata,1,0,0
Manania distincta,Cnidaria,Staurozoa,1,1,1
Pycnogonum stearnsi,Arthropoda,Pycnogonida,1,1,1
Tetrocycloecia magna,Bryozoa,Stenolaemata,1,0,0
Ampelisca cristata,Arthropoda,Malacostraca,1,1,1
Nucella lapillus,Mollusca,Gastropoda,1,0,0
Halisarca sacra,Porifera,Demospongiae,1,0,0
Paleanotus bellis,Annelida,Polychaeta,1,1,1
Pinnotheres pugettensis,Arthropoda,Malacostraca,1,1,1
Tritella laevis,Arthropoda,Malacostraca,1,0,0
Biemna rhadia,Porifera,Demospongiae,1,0,0
Microporella germana,Bryozoa,Gymnolaemata,1,0,0
Disporella buskiana,Bryozoa,Stenolaemata,1,0,0
Crucigera irregularis,Annelida,Polychaeta,1,0,0
Abietinaria filicula,Cnidaria,Hydrozoa,1,1,1
Crisia pugeti,Bryozoa,Stenolaemata,1,0,0
Microporella ciliata,Bryozoa,Gymnolaemata,1,0,0
Rhynchozoon tumulosum,Bryozoa,Gymnolaemata,1,0,0
Rhizorhagium roseum,Cnidaria,Hydrozoa,1,0,0
Alcyonidium enteromorpha,Bryozoa,Gymnolaemata,1,0,0
Harpiniopsis fulgens,Arthropoda,Malacostraca,1,0,0
Tricellaria erecta,Bryozoa,Gymnolaemata,1,0,0
Chirimia biceps,Annelida,Polychaeta,1,0,0
Grammaria abietina,Cnidaria,Hydrozoa,1,0,0
Caprella angusta,Arthropoda,Malacostraca,1,1,1
Barantolla americana,Annelida,Polychaeta,1,0,0
Rhamphostomella curvirostrata,Bryozoa,Gymnolaemata,1,1,1
Bruzelia tuberculata,Arthropoda,Malacostraca,1,0,0
Filicrisia franciscana,Bryozoa,Stenolaemata,1,0,0
Baseodiscus princeps,Nemertea,Pilidiophora,1,0,0
Grammaria borealis,Cnidaria,Hydrozoa,1,0,0
Eudendrium californicum,Cnidaria,Hydrozoa,1,0,0
Gemma gemma,Mollusca,Bivalvia,1,0,0
Emplectonema buergeri,Nemertea,Hoplonemertea,1,0,0
Rhachotropis oculata,Arthropoda,Malacostraca,1,0,0
Nanomia cara,Cnidaria,Hydrozoa,1,0,0
Allorchestes bellabella,Arthropoda,Malacostraca,1,0,0
Filifascigera fasciculata,Bryozoa,Stenolaemata,1,0,0
Elasmopus antennatus,Arthropoda,Malacostraca,1,1,1
Americhelidium millsi,Arthropoda,Malacostraca,1,1,1
Lacuna succinea,Mollusca,Gastropoda,1,0,0
Thysanoessa raschii,Arthropoda,Malacostraca,1,1,1
Lepidepecreum gurjanovae,Arthropoda,Malacostraca,1,1,1
Westwoodilla tone,Arthropoda,Malacostraca,1,0,0
Orchomenella minuta,Arthropoda,Malacostraca,1,0,0
Deutella californica,Arthropoda,Malacostraca,1,0,0
Cerebratulus longiceps,Nemertea,Pilidiophora,1,0,0
Nephtys ciliata,Annelida,Polychaeta,1,0,0
Cyclocardia incisa,Mollusca,Bivalvia,1,0,0
Gnorimosphaeroma noblei,Arthropoda,Malacostraca,1,0,0
Scoloplos acmeceps,Annelida,Polychaeta,1,1,1
Peltogaster paguri,Arthropoda,Thecostraca,1,1,1
Naineris uncinata,Annelida,Polychaeta,1,1,1
Aglaophenia latirostris,Cnidaria,Hydrozoa,1,1,1
Obelia geniculata,Cnidaria,Hydrozoa,1,0,0
Paranemertes sanjuanensis,Nemertea,Hoplonemertea,1,0,0
Sertularella polyzonias,Cnidaria,Hydrozoa,1,0,0
Plagioecia tortuosa,Bryozoa,Stenolaemata,1,0,0
Proceraea hanssoni,Annelida,Polychaeta,1,1,1
Opalia wroblewskyi,Mollusca,Gastropoda,1,0,0
Chelyosoma columbianum,Chordata,Ascidiacea,1,0,0
Cheilopora praelucida,Bryozoa,Gymnolaemata,1,0,0
Parallorchestes trispinosa,Arthropoda,Malacostraca,1,0,0
Terebellides horikoshii,Annelida,Polychaeta,1,0,0
Phylo felix,Annelida,Polychaeta,1,0,0
Dicyema apollyoni,Dicyemida,Rhombozoa,1,0,0
Campanularia volubilis,Cnidaria,Hydrozoa,1,1,1
Fenestrulina blaggae,Bryozoa,Gymnolaemata,1,0,0
Ameira longipes,Arthropoda,Copepoda,1,0,0
Policordia alaskana,Mollusca,Bivalvia,1,0,0
Stelletta clarella,Porifera,Demospongiae,1,0,0
Jugaria quadrangularis,Annelida,Polychaeta,1,0,0
Echiurus echiurus,Annelida,Polychaeta,1,0,0
Heptacarpus herdmani,Arthropoda,Malacostraca,1,1,1
Porella donoghueorum,Bryozoa,Gymnolaemata,1,0,0
Paraprionospio pinnata,Annelida,Polychaeta,1,0,0
Melphisana bola,Arthropoda,Malacostraca,1,0,0
Nephtys californiensis,Annelida,Polychaeta,1,0,0
Miodontiscus prolongatus,Mollusca,Bivalvia,1,0,0
Leonardsaxius spinulicauda,Arthropoda,Malacostraca,1,0,0
Cyanoplax berryana,Mollusca,Polyplacophora,1,0,0
Maera jerrica,Arthropoda,Malacostraca,1,0,0
Stenula incola,Arthropoda,Malacostraca,1,1,1
Orthopyxis everta,Cnidaria,Hydrozoa,1,1,1
Proceraea nigropunctata,Annelida,Polychaeta,1,1,1
Stylaster venustus,Cnidaria,Hydrozoa,1,0,0
Hincksina pallida,Bryozoa,Gymnolaemata,1,0,0
Robertsonia normani,Arthropoda,Copepoda,1,0,0
Metacrangon spinosissima,Arthropoda,Malacostraca,1,0,0
Acanthinucella spirata,Mollusca,Gastropoda,1,0,0
Cuspidaria glacialis,Mollusca,Bivalvia,1,0,0
Apohyale anceps,Arthropoda,Malacostraca,1,1,1
Tubulipora pulchra,Bryozoa,Stenolaemata,1,0,0
Lepidozona willetti,Mollusca,Polyplacophora,1,1,1
Maldanella harai,Annelida,Polychaeta,1,0,0
Dendrobeania longispinosa,Bryozoa,Gymnolaemata,1,1,1
Cephalophoxoides homilis,Arthropoda,Malacostraca,1,0,0
Puellina setosa,Bryozoa,Gymnolaemata,1,0,0
Pontogeneia ivanovi,Arthropoda,Malacostraca,1,1,1
Mediomastus ambiseta,Annelida,Polychaeta,1,0,0
Ampelisca fageri,Arthropoda,Malacostraca,1,0,0
Hamatoscalpellum columbianum,Arthropoda,Thecostraca,1,0,0
Orthione griffenis,Arthropoda,Malacostraca,1,1,1
Owenia collaris,Annelida,Polychaeta,1,1,1
Tubulipora tuba,Bryozoa,Stenolaemata,1,0,0
Halecium undulatum,Cnidaria,Hydrozoa,1,0,0
Petaloproctus tenuis,Annelida,Polychaeta,1,0,0
Ceratostoma nuttalli,Mollusca,Gastropoda,1,0,0
Pentamera rigida,Echinodermata,Holothuroidea,1,0,0
Poecillastra rickettsi,Porifera,Demospongiae,1,0,0
Eusirus columbianus,Arthropoda,Malacostraca,1,0,0
Hybocodon prolifer,Cnidaria,Hydrozoa,1,0,0
Heterophoxus oculatus,Arthropoda,Malacostraca,1,0,0
Platonea expansa,Bryozoa,Stenolaemata,1,0,0
Maculaura magna,Nemertea,Pilidiophora,1,1,1
Macronassa macromera,Arthropoda,Malacostraca,1,0,0
Plagioecia patina,Bryozoa,Stenolaemata,1,0,0
Notoproctus pacificus,Annelida,Polychaeta,1,0,0
Americhelidium shoemakeri,Arthropoda,Malacostraca,1,0,0
Thorlaksonius carinatus,Arthropoda,Malacostraca,1,0,0
Cyanoplax caverna,Mollusca,Polyplacophora,1,0,0
Lottia strigatella,Mollusca,Gastropoda,1,0,0
Enteroxenos parastichopoli,Mollusca,Gastropoda,1,0,0
Kurtzia arteaga,Mollusca,Gastropoda,1,0,0
Aegiochus symmetrica,Arthropoda,Malacostraca,1,0,0
Atylus tridens,Arthropoda,Malacostraca,1,0,0
Allorchestes angusta,Arthropoda,Malacostraca,1,0,0
Rhachotropis barnardi,Arthropoda,Malacostraca,1,0,0
Bispira crassicornis,Annelida,Polychaeta,1,0,0
Haywardipora rylandi,Bryozoa,Gymnolaemata,1,0,0
Crepidula excavata,Mollusca,Gastropoda,1,0,0
Caprella drepanochir,Arthropoda,Malacostraca,1,0,0
Henricia asthenactis,Echinodermata,Asteroidea,1,0,0
Acanthochondria rectangularis,Arthropoda,Copepoda,1,0,0
Neocalanus plumchrus,Arthropoda,Copepoda,1,1,1
Calanus pacificus,Arthropoda,Copepoda,1,1,1
Eucalanus bungii,Arthropoda,Copepoda,1,1,1
Neocalanus cristatus,Arthropoda,Copepoda,1,1,1
Euchirella rostrata,Arthropoda,Copepoda,1,0,0
Euchirella pseudopulchra,Arthropoda,Copepoda,1,0,0
Metridia okhotensis,Arthropoda,Copepoda,1,0,0
Temora discaudata,Arthropoda,Copepoda,1,0,0
Nannocalanus minor,Arthropoda,Copepoda,1,0,0
Eucalanus hyalinus,Arthropoda,Copepoda,1,0,0
Heterorhabdus tanneri,Arthropoda,Copepoda,1,1,1
Acanthodoris rhodoceras,Mollusca,Gastropoda,1,0,0
Lithodes aequispinus,Arthropoda,Malacostraca,1,0,0
Alvania rosana,Mollusca,Gastropoda,1,0,0
Paraphelliactis pabista,Cnidaria,Anthozoa,1,0,0
Aeginura grimaldii,Cnidaria,Hydrozoa,1,0,0
Areopaguristes setosus,Arthropoda,Malacostraca,1,0,0
Schizoporella unicornis,Bryozoa,Gymnolaemata,1,0,0
Marionina klaskisharum,Annelida,Clitellata,1,0,0
Phyllodoce groenlandica,Annelida,Polychaeta,1,1,1
Typosyllis harti,Annelida,Polychaeta,1,0,0
Melinna cristata,Annelida,Polychaeta,1,0,0
Admete gracilior,Mollusca,Gastropoda,1,0,0
Paracanthonchus longicaudatus,Nematoda,Chromadorea,1,0,0
Pseudobradya lanceta,Arthropoda,Copepoda,1,0,0
Streblosoma bairdi,Annelida,Polychaeta,1,0,0
Campylaspis nodulosa,Arthropoda,Malacostraca,1,0,0
Pygospio elegans,Annelida,Polychaeta,1,0,0
Coronula diadema,Arthropoda,Thecostraca,1,0,0
Neptunea pribiloffensis,Mollusca,Gastropoda,1,0,0
Testudinalia testudinalis,Mollusca,Gastropoda,1,0,0
Turbonilla eschscholtzi,Mollusca,Gastropoda,1,0,0
Neocalanus flemingeri,Arthropoda,Copepoda,1,0,0
Candacia columbiae,Arthropoda,Copepoda,1,1,1
Candacia bipinnata,Arthropoda,Copepoda,1,0,0
Spirontocaris spinus,Arthropoda,Malacostraca,1,0,0
Paralomis multispina,Arthropoda,Malacostraca,1,0,0
Heptacarpus decorus,Arthropoda,Malacostraca,1,0,0
Gonatus onyx,Mollusca,Cephalopoda,1,0,0
Eualus avinus,Arthropoda,Malacostraca,1,0,0
Argis dentata,Arthropoda,Malacostraca,1,0,0
Heptacarpus moseri,Arthropoda,Malacostraca,1,0,0
Crangon dalli,Arthropoda,Malacostraca,1,0,0
Cyclocardia gouldii,Mollusca,Bivalvia,1,0,0
Spirontocaris sica,Arthropoda,Malacostraca,1,0,0
Pandora glacialis,Mollusca,Bivalvia,1,0,0
Cardiomya planetica,Mollusca,Bivalvia,1,0,0
Pentamera populifera,Echinodermata,Holothuroidea,1,0,0
Oregonia bifurca,Arthropoda,Malacostraca,1,0,0
Spirontocaris ochotensis,Arthropoda,Malacostraca,1,0,0
Ophiopholis longispina,Echinodermata,Ophiuroidea,1,0,0
Eualus fabricii,Arthropoda,Malacostraca,1,0,0
Octopus californicus,Mollusca,Cephalopoda,1,0,0
Crangon franciscorum,Arthropoda,Malacostraca,1,0,0
Neptunea smirnia,Mollusca,Gastropoda,1,0,0
Gonatus fabricii,Mollusca,Cephalopoda,1,0,0
Eualus townsendi,Arthropoda,Malacostraca,1,0,0
Halocynthia hilgendorfi,Chordata,Ascidiacea,1,0,0
Exilioidea kelseyi,Mollusca,Gastropoda,1,0,0
Patelloida pygmaea,Mollusca,Gastropoda,1,0,0
Margarites helicinus,Mollusca,Gastropoda,1,0,0
Halistylus pupoideus,Mollusca,Gastropoda,1,0,0
Lottia alveus,Mollusca,Gastropoda,1,0,0
Solariella obscura,Mollusca,Gastropoda,1,0,0
Neptunea lyrata,Mollusca,Gastropoda,1,0,0
Cerithiopsis willetti,Mollusca,Gastropoda,1,0,0
