Sample ID,Field ID,Museum ID,Institution Storing,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,tufA Seq. Length,PSBA Seq. Length,COI-5P Seq. Length,COI-5P Trace Count,ITS Seq. Length,28S Seq. Length,rbcL Seq. Length,18S Seq. Length,Image Count,Barcode Compliant,Collection Date,Identification,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Genus,Species,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
BHAK-3727,BHAK-3727,Arthropoda-047807,Florida Museum of Natural History,BHAK,BHAK2642-20,BHAK-3727,BHAK-3727,BOLD:AAN6231,Arthropoda-047807,0[n],0[n],657[0n],2,0[n],0[n],0[n],0[n],2,Yes,09-Aug-2017,Cumella vulgaris,Florida Museum of Natural History,different specimen of same species UFID: Arthropoda-047807,Arthropoda,Malacostraca,Cumacea,Nannastacidae,,Cumella,Cumella vulgaris,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,09-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.655,-128.129,,,,,GPS,,,,water column,nightlighting,,,IHAK79
BHAK-0055,BHAK-0055,,Hakai Institute,BHAK,BHAK2639-20,BHAK-0055,BHAK-0055,BOLD:AAN6231,,0[n],0[n],647[0n],2,0[n],0[n],0[n],0[n],1,Yes,22-Jul-2017,Cumacea,Hakai Institute,,Arthropoda,Malacostraca,Cumacea,,,,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Vasily Radashevsky,22-Jul-2017,Canada,British Columbia,Central Coast,Hecate Island,Martin Beach,51.666,-128.079,,,,,,,,,soft sediment,hand collected,,,IHAK04
BHAK-11852,MAW0248,BHAK-11852,Hakai Institute,BHAK,BHAK5694-20,BHAK-11852,MAW0248,BOLD:AEE2408,BHAK-11852,0[n],0[n],624[0n],2,0[n],0[n],0[n],0[n],2,Yes,16-Sep-2018,Cumacea,Hakai Institute,,Arthropoda,Malacostraca,Cumacea,,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Sep-2018,Canada,British Columbia,Central Coast,Calvert Island,Second Beach,51.649,-128.155,,6,,,,,,,"Rocky Reef, Nereocystis luetkeana forest",artifical settlement device,,,brush; bottom; inside
BHAK-1810,BHAK-1810,Arthropoda-047583,Florida Museum of Natural History,BHAK,BHAK1989-19,BHAK-1810,BHAK-1810,BOLD:ADZ6134,Arthropoda-047583,0[n],0[n],642[0n],2,0[n],0[n],0[n],0[n],1,Yes,31-Jul-2017,Betaeus setosus,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Alpheidae,,Betaeus,Betaeus setosus,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,31-Jul-2017,Canada,British Columbia,Central Coast,Mercury Islet,,51.7442,-128.071,,5,,,iPad (collector),,,,"rock outcrop, urchin barren, bedrock, exposed ocean coast",artifical settlement device,"2017 HAKAI ARMS02, artifical settlement device deployed for 315 days",,XHAK03
BHAK-11832,MAW0227,BHAK-11832,Florida Museum of Natural History,BHAK,BHAK1943-19,BHAK-11832,MAW0227,BOLD:AAE2973,BHAK-11832,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],4,Yes,16-Sep-2018,Cancer productus,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,Cancer productus,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Sep-2018,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6675,-128.14,,6,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,brush; bottom; outside,,
BHAK2641,BHAK2641,Arthropoda-047676,Florida Museum of Natural History,BHAK,BHAK697-18,BHAK2641,BHAK2641,BOLD:AAE2973,Arthropoda-047676,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,04-Aug-2017,Cancer productus,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,Cancer productus,,,morphology,,Hakai Institute Nearshore Technicians,04-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,North Pigu Island,51.6763,-128.122,,6,,,iPad (collector),,,,seagrass bed,"Hand collecting, SCUBA",,IHAK46a,
BHAK2050,BHAK2050,Arthropoda-047622,Florida Museum of Natural History,BHAK,BHAK846-18,BHAK2050,BHAK2050,BOLD:AAE2973,Arthropoda-047622,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,22-Jul-2017,Cancer productus,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,Cancer productus,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,22-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6647,-128.135,,,,,,,morning,,boulder field,hand collected,low intertidal,IHAK02,
ZOO18S_143,ZOO18S_143,ZOO18S_143,Hakai Institute,ZHAK,ZHAK1086-19,ZOO18S_143,ZOO18S_143,BOLD:AAB6306,ZOO18S_143,0[n],0[n],658[0n],1,0[n],0[n],0[n],0[n],1,No,25-May-2018,Cancer,Hakai Institute,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,,Jacqueline L Maud,j.maud@oceans.ubc.ca,Morphological,,Hakai Institute,25-May-2018,Canada,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099,,,,,,,,,Marine,Bongo net,,QU39,QPK1629
ZOO18S_140,ZOO18S_140,ZOO18S_140,Hakai Institute,ZHAK,ZHAK1083-19,ZOO18S_140,ZOO18S_140,BOLD:AAB6306,ZOO18S_140,0[n],0[n],658[1n],1,0[n],0[n],0[n],0[n],1,No,25-May-2018,Cancer,Hakai Institute,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,,Jacqueline L Maud,j.maud@oceans.ubc.ca,Morphological,,Hakai Institute,25-May-2018,Canada,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099,,,,,,,,,Marine,Bongo net,,QU39,QPK1786
ZOO18S_142,ZOO18S_142,ZOO18S_142,Hakai Institute,ZHAK,ZHAK1085-19,ZOO18S_142,ZOO18S_142,BOLD:AAE2973,ZOO18S_142,0[n],0[n],638[1n],1,0[n],0[n],0[n],0[n],1,No,25-May-2018,Cancer,Hakai Institute,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,,Jacqueline L Maud,j.maud@oceans.ubc.ca,Morphological,,Hakai Institute,25-May-2018,Canada,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099,,,,,,,,,Marine,Bongo net,,QU39,QPK1629
ZOO18S_141,ZOO18S_141,ZOO18S_141,Hakai Institute,ZHAK,ZHAK1084-19,ZOO18S_141,ZOO18S_141,BOLD:AAE2973,ZOO18S_141,0[n],0[n],658[2n],1,0[n],0[n],0[n],0[n],1,No,25-May-2018,Cancer,Hakai Institute,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,,Jacqueline L Maud,j.maud@oceans.ubc.ca,Morphological,,Hakai Institute,25-May-2018,Canada,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099,,,,,,,,,Marine,Bongo net,,QU39,QPK1629
ZOO18S_139,ZOO18S_139,ZOO18S_139,Hakai Institute,ZHAK,ZHAK1082-19,ZOO18S_139,ZOO18S_139,,ZOO18S_139,0[n],0[n],658[8n],1,0[n],0[n],0[n],0[n],1,No,25-May-2018,Cancer,Hakai Institute,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Cancer,,Jacqueline L Maud,j.maud@oceans.ubc.ca,Morphological,,Hakai Institute,25-May-2018,Canada,British Columbia,Strait of Georgia,Quadra Island,QU39,50.0307,-125.099,,,,,,,,,Marine,Bongo net,,QU39,QPK1534
BHAK1306,BHAK1306,Arthropoda-047526,Florida Museum of Natural History,BHAK,BHAK1331-18,BHAK1306,BHAK1306,BOLD:AAB4773,Arthropoda-047526,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,29-Jul-2017,Glebocarcinus oregonensis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Glebocarcinus,Glebocarcinus oregonensis,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Vasily Radashevsky,29-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6546,-128.129,,6,,,iPad (Collector),,,,sheltered bay,hand collected by SCUBA,"Sediment from under dock, mud",IHAK19a,
BHAK1483,BHAK1483,Arthropoda-047552,Florida Museum of Natural History,BHAK,BHAK1323-18,BHAK1483,BHAK1483,BOLD:AAB4773,Arthropoda-047552,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,30-Jul-2017,Glebocarcinus oregonensis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Glebocarcinus,Glebocarcinus oregonensis,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute Nearshore Technicians,30-Jul-2017,Canada,British Columbia,Central Coast,Hakai Pass,Meay Channel,51.7436,-128.071,,10,,5,iPad (Collector),,,,rock scarp/wall,hand collected by SCUBA,"urchin barren, biotic habitat=coralline algae",IHAK22,
BHAK3440,BHAK3440,Arthropoda-047761,Florida Museum of Natural History,BHAK,BHAK746-18,BHAK3440,BHAK3440,BOLD:AAB4773,Arthropoda-047761,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,07-Aug-2017,Glebocarcinus oregonensis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Glebocarcinus,Glebocarcinus oregonensis,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Aaron Galloway,07-Aug-2017,Canada,British Columbia,Central Coast,Hecate island,Goldstream,51.7305,-128.009,,12,,,GPS,,,,bay,"Hand collecting, SCUBA",rock substrate,IHAK63,
BHAK3197,BHAK3197,Arthropoda-047721,Florida Museum of Natural History,BHAK,BHAK646-18,BHAK3197,BHAK3197,BOLD:AAX3830,Arthropoda-047721,0[n],0[n],648[2n],2,0[n],0[n],0[n],0[n],2,Yes,06-Aug-2017,Metacarcinus gracilis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Metacarcinus,Metacarcinus gracilis,,,morphology,,Hakai Institute Nearshore Technicians,06-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6461,-128.12,,9,,,iPad (collector),,,,Seagrass Bed,"Hand collecting, SCUBA",Nearshore seagrass site,IHAK59,
BHAK-11929,MAW0045,BHAK-11928,Florida Museum of Natural History,BHAK,BHAK1974-19,BHAK-11929,MAW0045,BOLD:AAB6306,BHAK-11928,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],5,Yes,22-May-2018,Metacarcinus magister,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Metacarcinus,Metacarcinus magister,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,22-May-2018,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.6545,-128.129,,,,,,,,,water column,hand collected,Hakai dock,,
BHAK401,BHAK401,Arthropoda-047387,Florida Museum of Natural History,BHAK,BHAK783-18,BHAK401,BHAK401,BOLD:AAB6306,Arthropoda-047387,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,24-Jul-2017,Metacarcinus magister,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Metacarcinus,Metacarcinus magister,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute Nearshore Technicians,24-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Pruth Bay,51.644,-128.12,,,,,iPad (Collector),,,,sheltered bay,Hand collecting,"biotic habitat = seagrass, extra low intertidal 0.8-0.4 m",SHAK11,
BHAK1926,BHAK1926,Arthropoda-047597,Florida Museum of Natural History,BHAK,BHAK1342-18,BHAK1926,BHAK1926,BOLD:AAX8803,Arthropoda-047597,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,31-Jul-2017,Romaleon branneri,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Romaleon,Romaleon branneri,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,31-Jul-2017,Canada,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997,,15,,,iPad (Collector),,,,rock outcrop,hand collected by SCUBA,"urchin barren, biotic habitat=coralline algae",IHAK23,
BHAK1970,BHAK1970,Arthropoda-047605,Florida Museum of Natural History,BHAK,BHAK1325-18,BHAK1970,BHAK1970,BOLD:AAX8803,Arthropoda-047605,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,31-Jul-2017,Romaleon branneri,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Romaleon,Romaleon branneri,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,31-Jul-2017,Canada,British Columbia,Central Coast,Hakai Pass,Kelpie Point,51.7336,-127.997,,15,,,iPad (Collector),,,,rock outcrop,hand collected by SCUBA,"urchin barren, biotic habitat=coralline algae",IHAK23,
BHAK2379,BHAK2379,Arthropoda-047667,Florida Museum of Natural History,BHAK,BHAK694-18,BHAK2379,BHAK2379,BOLD:AAX8803,Arthropoda-047667,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,03-Aug-2017,Romaleon branneri,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,Romaleon,Romaleon branneri,,,morphology,,Gustav Paulay,03-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,Starfish Island,51.6804,-128.127,,18,,,IPAD (collector),,,,rocky outcrop,hand collected by SCUBA,biotic habitat=benthic macroalgae,IHAK42,
BHAK-11871,MAW0265,BHAK-11871,Florida Museum of Natural History,BHAK,BHAK1949-19,BHAK-11871,MAW0265,BOLD:AAB4773,BHAK-11871,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],4,Yes,16-Sep-2018,Cancridae,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Sep-2018,Canada,British Columbia,Central Coast,Choked Pass,Transect E1,51.6788,-128.115,,3.5,,2.5,,,,,seagrass bed,artifical settlement device,scrubby; outside,,
BHAK-11858,MAW0253,BHAK-11858,Florida Museum of Natural History,BHAK,BHAK1947-19,BHAK-11858,MAW0253,BOLD:AAB4773,BHAK-11858,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],4,Yes,16-Sep-2018,Cancridae,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Sep-2018,Canada,British Columbia,Central Coast,Calvert Island,Second Beach,51.6491,-128.155,,7,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,brush; bottom; outside,,
BHAK-11829,MAW0222,BHAK-11829,Florida Museum of Natural History,BHAK,BHAK1960-19,BHAK-11829,MAW0222,BOLD:AAD4069,BHAK-11829,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,16-Sep-2018,Cancridae,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cancridae,,,,Matt Whalen,matt.whalen@hakai.org,morphology,,Matt Whalen,16-Sep-2018,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6674,-128.14,,4,,,,,,,"rocky reef, Nereocystis luetkeana forest",artifical settlement device,brush; bottom; inside,,
BHAK2003,BHAK2003,Arthropoda-047613,Florida Museum of Natural History,BHAK,BHAK828-18,BHAK2003,BHAK2003,BOLD:AAC8099,Arthropoda-047613,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,01-Aug-2017,Telmessus cheiragonus,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,,Telmessus,Telmessus cheiragonus,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Daisuke Ueno,01-Aug-2017,Canada,British Columbia,Central Coast,Choked Pass,Pigu Island,51.6765,-128.122,,5,,,IPAD (collector),,,,Island,"Hand collecting, snorkel",,IHAK30,
BHAK-06720,BHAK-6720,Arthropoda_053232,Florida Museum of Natural History,BHAK,BHAK3075-20,BHAK-06720,BHAK-6720,,Arthropoda_053232,0[n],0[n],594[0n],2,0[n],0[n],0[n],0[n],1,Yes,22-Jun-2018,Telmessus cheiragonus,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,,Telmessus,Telmessus cheiragonus,Gustav Paulay,paulay@flmnh.ufl.edu,Morphology,,Hakai Institute,22-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Meay Channel - ARMS Site,51.665,-128.095,,5,,,,,,,boulder field,"Hand Collected, SCUBA",,,EHAK02
BHAK552,BHAK552,Arthropoda-047407,Florida Museum of Natural History,BHAK,BHAK797-18,BHAK552,BHAK552,BOLD:ADL1445,Arthropoda-047407,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,25-Jul-2017,Crangon,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Crangonidae,,Crangon,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,25-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6428,-128.153,,,,,GPS,,,,sandy beach,hand collected,"low intertidal, sand",IHAK08,
BHAK1007,BHAK1007,Arthropoda-047463,Florida Museum of Natural History,BHAK,BHAK786-18,BHAK1007,BHAK1007,BOLD:ADL1445,Arthropoda-047463,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,28-Jul-2017,Crangon,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Crangonidae,,Crangon,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,28-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155,,,,,,,,,Rock Outcrop,Hand Collecting,"Headland between Sixth and Seventh Beach, biotic habitat = seagrass bed",IHAK15,
BHAK529,BHAK529,Arthropoda-047401,Florida Museum of Natural History,BHAK,BHAK725-18,BHAK529,BHAK529,BOLD:ADL1445,Arthropoda-047401,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,25-Jul-2017,Crangon,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Crangonidae,,Crangon,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Sarah Dudas,25-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6543,-128.14,,,,,,,,,sandy beach,Hand collecting,"Sand, 2.0-1.3 m",SHAK14,
BHAK223,BHAK223,Arthropoda-047362,Florida Museum of Natural History,BHAK,BHAK772-18,BHAK223,BHAK223,BOLD:ADM0973,Arthropoda-047362,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,23-Jul-2017,Crangon,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Crangonidae,,Crangon,,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Dudas Sarah,23-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Piles Beach,51.6455,-128.086,,,,,,,,,sheltered bay,Hand collecting,"sand/silt, extra low 0.8 - 0.2 m",SHAK06,
BHAK-06954,BHAK-6954,Arthropoda_053312,Florida Museum of Natural History,BHAK,BHAK3095-20,BHAK-06954,BHAK-6954,BOLD:AEE1319,Arthropoda_053312,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],1,Yes,27-Jun-2018,Paguristes,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Diogenidae,,Paguristes,,Gustav Paulay,paulay@flmnh.ufl.edu,Morphology,,Hakai Institute,27-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14,,6.5,,,,,,,rocky bottom,"Vacuum, SCUBA",Depth Precision: 1.5m,,EHAK68
BHAK3051,BHAK3051,Arthropoda-047713,Florida Museum of Natural History,BHAK,BHAK807-18,BHAK3051,BHAK3051,BOLD:AAD0540,Arthropoda-047713,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Chorilia longipes,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pisinae,Chorilia,Chorilia longipes,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,05-Aug-2017,Canada,British Columbia,Central Coast,Kwakshua Channel,Kwakshua Petroglyph Cliff,51.6558,-128.03,,13,,8,iPad (collector),,,,Rock Scarp/Wall,"Hand collecting, SCUBA",,IHAK55,
BHAK2854,BHAK2854,Arthropoda-047696,Florida Museum of Natural History,BHAK,BHAK659-18,BHAK2854,BHAK2854,BOLD:AAD0540,Arthropoda-047696,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Chorilia longipes,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pisinae,Chorilia,Chorilia longipes,,,morphology,,Gustav Paulay,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,Mouth of Kwakshua,51.6552,-127.96,,13,,8,iPad (collector),,,,rock outcrop,Vacuum/Scuba,,IHAK52a,
BHAK417,BHAK417,Arthropoda-047389,Florida Museum of Natural History,BHAK,BHAK768-18,BHAK417,BHAK417,BOLD:AAP2661,Arthropoda-047389,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,24-Jul-2017,Pugettia foliata,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia foliata,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Bioblitz,24-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6519,-128.143,,,,,garmin,,,,Boulder Field,Hand collecting,"boulder field, low intertidal, biotic habitat = Macrocystis and Phyllospadix",IHAK07,
BHAK1269,BHAK1269,Arthropoda-047517,Florida Museum of Natural History,BHAK,BHAK623-18,BHAK1269,BHAK1269,BOLD:AAP2661,Arthropoda-047517,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,29-Jul-2017,Pugettia foliata,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia foliata,,,morphology,,Daisuke Ueno,29-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.6527,-128.142,,5,,,iPad (Collector),,,,sandy beach,Hand collecting by snorkelling,"South end of West Beach, biotic habitat = benthic macroalgae",IHAK17C,
BHAK2608,BHAK2608,Arthropoda-047675,Florida Museum of Natural History,BHAK,BHAK710-18,BHAK2608,BHAK2608,BOLD:AAD4069,Arthropoda-047675,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,03-Aug-2017,Pugettia gracilis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia gracilis,,,morphology,,Hakai Institute,03-Aug-2017,Canada,British Columbia,Central Coast,Rattenbury Island,Rattenbury Pinnacle,51.6913,-128.08,,21,,,iPad (Collector),,,,rock outcrop,hand collected by SCUBA,,IHAK44,
BHAK2677,BHAK2677,Arthropoda-047679,Florida Museum of Natural History,BHAK,BHAK709-18,BHAK2677,BHAK2677,BOLD:AAD4069,Arthropoda-047679,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,29-Jul-2017,Pugettia gracilis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia gracilis,,,morphology,,Hakai Institute Nearshore Technicians,29-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Meay Channel,51.6646,-128.095,,7.3,,,IPAD (collector),,,,boulder field,hand collected by SCUBA,"ARMs, biotic habitat=benthic macroalgae",XHAK01,
BHAK2956,BHAK2956,Arthropoda-047705,Florida Museum of Natural History,BHAK,BHAK805-18,BHAK2956,BHAK2956,BOLD:AAP2661,Arthropoda-047705,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,05-Aug-2017,Pugettia gracilis,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia gracilis,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Hakai Institute,05-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.649,-128.155,,5,,,iPad (collector),,,,Rock Outcrop,"Hand collecting, SCUBA","Second(westbeach) ARMS, Biotic habitat = Benthic Macroalgae",XHAK10,
BHAK1009,BHAK1009,Arthropoda-047464,Florida Museum of Natural History,BHAK,BHAK778-18,BHAK1009,BHAK1009,BOLD:ACZ9282,Arthropoda-047464,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,28-Jul-2017,Pugettia producta,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia producta,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,28-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155,,,,,iPad (Collector),,,,Rock Outcrop,Hand Collecting,"Headland between Sixth and Seventh Beach, biotic habitat = seagrass bed",IHAK15,
BHAK1010,BHAK1010,Arthropoda-047465,Florida Museum of Natural History,BHAK,BHAK730-18,BHAK1010,BHAK1010,BOLD:ACZ9282,Arthropoda-047465,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,28-Jul-2017,Pugettia producta,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia producta,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,28-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Seventh Beach,51.6408,-128.155,,,,,,,,,Rock Outcrop,Hand Collecting,"Headland between Sixth and Seventh Beach, biotic habitat = seagrass bed",IHAK15,
BHAK3203,BHAK3203,Arthropoda-047722,Florida Museum of Natural History,BHAK,BHAK691-18,BHAK3203,BHAK3203,BOLD:ACZ9282,Arthropoda-047722,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,08-Aug-2017,Pugettia producta,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia producta,,,morphology,,Hakai Institute,08-Aug-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.6648,-128.135,,,,,GPS,,,,Boulder field,Hand collecting,"East boulders, exposed rocky intertidal",IHAK65,
BHAK731,BHAK731,Arthropoda-047422,Florida Museum of Natural History,BHAK,BHAK784-18,BHAK731,BHAK731,BOLD:AAD4069,Arthropoda-047422,0[n],0[n],658[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Pugettia richii,Florida Museum of Natural History,,Arthropoda,Malacostraca,Decapoda,Epialtidae,Epialtinae,Pugettia,Pugettia richii,Gustav Paulay,paulay@flmnh.ufl.edu,morphology,,Gustav Paulay,26-Jul-2017,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.6418,-128.155,,,,,GPS,,morning,,boulder field,hand collected,"mid-high intertidal, biotic habitat=filamentous green algae",IHAK12,
