accession,taxa_verbatim,found_taxa,rank,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only
MF742064,Aequorea sp. USCAPIL,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
MF742019,Aequorea sp. USCAPIN,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
MF742024,Aequorea sp. USCAPIN,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
MF742073,Aequorea sp. USCABGF,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
MF742020,Aequorea sp. USCAPIN,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
MF742059,Aequorea sp. USCAPIL,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
PP409333,Aequorea victoria,Aequorea victoria,species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
OQ974971,Aequorea vitrina,Aequorea vitrina,species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
PP409411,Aequorea sp.,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
PP409412,Aequorea sp.,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
JQ353725,Aequorea sp. MW-2012,Aequorea,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,0,0
JN259388,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231373,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HM542107,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231388,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231375,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
XR_005269857,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HM542108,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
KU495812,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
XR_005269856,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231384,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
U50056,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231385,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231382,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HM542105,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231380,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
MF279282,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HM542106,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HM542109,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231381,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
KU495888,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
KU495736,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231386,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231383,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HQ231374,Patiria miniata,Patiria miniata,species,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,0,0
HM473288,Alitta sp. CMC01,Alitta,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,0,0
MH242649,Alitta sp. FHL_1,Alitta,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,0,0
HM473289,Alitta sp. CMC01,Alitta,genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,0,0
MF000499,Clytia gregaria,Clytia gregaria,species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
GQ120064,Clytia hemisphaerica,Clytia hemisphaerica,species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
KC439976,Clytia sp. 2 SL-2013,Clytia,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
KC439977,Clytia sp. 2 SL-2013,Clytia,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
KC439978,Clytia sp. 2 SL-2013,Clytia,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
KC439975,Clytia sp. 2 SL-2013,Clytia,genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
GQ120065,Clytia hemisphaerica,Clytia hemisphaerica,species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
KX665232,Clytia gracilis,Clytia gracilis,species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,0,0
HM889203,Terebellidae sp.,Terebellidae,family,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,NA,0,0
MK971205,Sabellidae sp. 095-IOM-0285,Sabellidae,family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,NA,0,0
MK971225,Sabellidae sp. 058-BGR-0144,Sabellidae,family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,NA,0,0
HQ932541,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
HM473680,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
MF121430,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
MF120984,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
MF121675,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
HM473679,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
KC208487,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
MF121271,Scolelepis squamata,Scolelepis (Scolelepis) squamata,species,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
MZ580794,Scolelepis sp. USNM IZ 1523990,Scolelepis,genus,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,0,0
GQ902548,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902577,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902560,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902558,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902556,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902593,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902567,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MN119673,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643385,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643297,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902637,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MT857961,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902551,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902561,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
OQ032414,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
OQ032411,Mytilus sp.,Mytilus,genus,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902549,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MZ724677,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902632,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
OQ032391,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MT857963,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MW033210,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902663,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902575,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902605,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KX018526,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MN546853,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902645,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902563,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643502,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MN546855,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643676,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MK037215,Mytilus sp. 17_MOLL_003_072,Mytilus,genus,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643795,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
OQ032410,Mytilus sp.,Mytilus,genus,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KX018527,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
GQ902559,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MT857960,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KM192133,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MT857958,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KX018522,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MK037257,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
OR590604,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643426,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MK037258,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MZ724676,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MW033218,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
OQ032393,Mytilus sp.,Mytilus,genus,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
KF643812,Mytilus edulis,Mytilus edulis,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MN546854,Mytilus trossulus,Mytilus trossulus,species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0
MT736438,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580889,Balanus nubilus,Balanus nubilus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736470,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736473,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736498,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736445,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736441,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736463,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736469,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736468,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736442,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736472,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736440,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736466,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736450,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736439,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736475,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580758,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580761,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
KU204379,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
KU204380,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
KU204378,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580895,Balanus nubilus,Balanus nubilus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MG936454,Balanus balanus,Balanus balanus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736465,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
KY235399,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MG935129,Amphibalanus improvisus,Amphibalanus improvisus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,0,0
MT736541,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MW256483,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736452,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736489,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MG312361,Balanus balanus,Balanus balanus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736477,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736496,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736512,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736551,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580906,Balanus nubilus,Balanus nubilus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580759,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736505,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736449,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736476,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736501,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MG935325,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MG936462,Balanus balanus,Balanus balanus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736448,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736543,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MZ580762,Balanus balanus,Balanus balanus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MG312604,Balanus sp. HLC-26165,Balanus,genus,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MT736491,Balanus crenatus,Balanus crenatus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
KT209533,Balanus balanus,Balanus balanus,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,0,0
MW377935,Oedicerina henrici,Oedicerina henrici,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,0,0
MW377932,Oedicerina henrici,Oedicerina henrici,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,0,0
KF000338,Haplotaxida 21018-4C,Haplotaxida,order,Animalia,Annelida,Clitellata,Haplotaxida,NA,NA,0,0
MW377937,Oedicerina henrici,Oedicerina henrici,species,Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Oedicerina,0,0
AY795408,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795468,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795354,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795368,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795369,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795459,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795420,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795474,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795360,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
AY795356,Chthamalus dalli,Chthamalus dalli,species,Animalia,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,Chthamalus,0,0
OQ644563,Evadne sp.,Evadne,genus,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,0,0
MK905845,Synchaeta baltica,Synchaeta baltica,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905843,Synchaeta baltica,Synchaeta baltica,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905844,Synchaeta baltica,Synchaeta baltica,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
OQ644562,Evadne sp.,Evadne,genus,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,0,0
MK905846,Synchaeta baltica,Synchaeta baltica,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MK905848,Synchaeta baltica,Synchaeta baltica,species,Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,0,0
MG423484,Cyanea sp. 06-PROBE-03509,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742284,Cyanea sp. USWAQCN,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742247,Cyanea sp. AUSAPLN,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742285,Cyanea sp. USWAQCN,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MG423131,Cyanea sp. BCnid2010-003,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742276,Cyanea sp. USWADBB,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742281,Cyanea sp. USWAQCN,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742280,Cyanea sp. USWAQCN,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
MF742274,Cyanea sp. USWADBB,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
FJ602545,Chrysaora melanaster,Chrysaora melanaster,species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,0,0
MG421180,Cyanea sp. NuCnid-001,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
LC209590,Cyanea sp. AY-2017,Cyanea,genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,0,0
